workload_mode,workload,system,worker_threads,logger_num,committer_num,background_threads,total_active_threads,ack_tps,p99_us,pending,read_only_commits_per_tx,read_only_fast_path_per_tx,frontier_collect_ns_per_tx,frontier_publish_ns_per_tx,waitlist_registration_ns_per_tx,fdatasync_ns_per_tx,flusher_idle_wait_ns,flusher_idle_waits,committer_idle_wait_ns,committer_idle_waits
ycsb_c,YCSB-C,P-WAL,16,16.0,0.0,0.0,16.0,676609.3333333334,23.665470820844252,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ycsb_c,YCSB-C,P-WAL,32,32.0,0.0,0.0,32.0,794167.6666666666,40.00581334475166,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ycsb_c,YCSB-C,Single WAL,1,0.0,0.0,0.0,1.0,208706.16666666666,4.7240783913568265,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ycsb_c,YCSB-C,Single WAL,2,0.0,0.0,0.0,2.0,342853.5,5.847944666747563,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ycsb_c,YCSB-C,Single WAL,4,0.0,0.0,0.0,4.0,561423.5833333334,7.191266566318535,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ycsb_c,YCSB-C,Single WAL,8,0.0,0.0,0.0,8.0,654239.25,12.276613588216293,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ycsb_c,YCSB-C,Single WAL,16,0.0,0.0,0.0,16.0,683169.25,23.397645173248595,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ycsb_c,YCSB-C,Single WAL,32,0.0,0.0,0.0,32.0,802237.1666666666,39.37544393505882,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ycsb_c,YCSB-C,TideWAL,1,1.0,1.0,2.0,3.0,190752.75,5.248682580672251,0.0,1.0,1.0,528.6986893333333,0.0,0.0,0.0,0.0,0.0,4989943954.0,32498.666666666668
ycsb_c,YCSB-C,TideWAL,2,1.0,1.0,2.0,4.0,295594.0,6.780023001228032,0.0,1.0,1.0,982.8957796666667,0.0,0.0,0.0,0.0,0.0,4990186407.666667,32500.333333333332
ycsb_c,YCSB-C,TideWAL,4,1.0,1.0,2.0,6.0,499516.8333333333,7.687059795716386,0.0,1.0,1.0,1343.7457176666667,0.0,0.0,0.0,0.0,0.0,4988582663.666667,32501.333333333332
ycsb_c,YCSB-C,TideWAL,8,2.0,1.0,3.0,11.0,586748.1666666666,13.493262223841414,0.0,1.0,1.0,2108.9616673333335,0.0,0.0,0.0,0.0,0.0,4979380405.333333,32485.666666666668
ycsb_c,YCSB-C,TideWAL,16,4.0,1.0,5.0,21.0,614857.5,25.904250604196406,0.0,1.0,1.0,2638.565133,0.0,0.0,0.0,0.0,0.0,4964017296.333333,32114.666666666668
ycsb_c,YCSB-C,TideWAL,32,7.0,1.0,8.0,40.0,783114.3333333334,40.88819378959447,0.0,1.0,1.0,2681.6801893333336,0.0,0.0,0.0,0.0,0.0,4926978686.666667,31871.0
