FLAGS_clocks_per_us,FLAGS_extime,FLAGS_gc_inter_us,FLAGS_max_ope,FLAGS_pre_reserve_tmt_element,FLAGS_pre_reserve_version,FLAGS_rmw,FLAGS_rratio,FLAGS_thread_num,FLAGS_ycsb,FLAGS_ycsb_max_ope,FLAGS_ycsb_rmw,FLAGS_ycsb_rratio,FLAGS_ycsb_tuple_num,FLAGS_ycsb_zipf_skew,FLAGS_zipf_skew,abort_counts_,abort_rate,ack_latency_max_us,ack_latency_p50_us,ack_latency_p90_us,ack_latency_p95_us,ack_latency_p999_us,ack_latency_p99_us,ack_process_ns_per_tx,actual_extime,avg_batch_size,avg_ready_queue_len,avg_waitlist_len,batch_abort_counts_,batch_abort_rate,batch_commit_counts_,bytes_flushed_per_sec,commit_counts_,commits_per_fdatasync,committer_cpu_ns_per_tx,committer_event_ns_per_tx,committer_num,cycles_per_acked_tx,cycles_per_logical_tx,dep_wait_conditions_per_tx,derived_acked_commits,derived_logical_commits,durable_ack_tps,exit_code,experiment,fdatasync_ns_per_tx,fdatasync_per_sec,flush_us,flusher_cpu_ns_per_tx,frontier_alloc_count_per_tx,frontier_bytes_per_tx,frontier_collect_ns_per_tx,frontier_entries_per_tx,frontier_merge_ns_per_tx,frontier_nonzero_entries_per_tx,frontier_publish_ns_per_tx,frontier_shared_ptr_count_per_tx,global_atomic_per_tx,group_size,instructions_per_acked_tx,instructions_per_logical_tx,logger_num,logical_minus_acked,logical_tps,lsn_alloc_ns_per_tx,max_pending,max_ready_queue_len,max_waitlist_len,maxrss,mode,payload_build_ns_per_tx,pending_commits,perf_context_switches,perf_cycles,perf_instructions,perf_task_clock_ms,perfstat_log,queue_wait_us_per_acked_tx,read_frontier_updates_per_tx,read_only_frontier_collect_skipped_per_tx,ready_queue_push_ns_per_tx,repeat,skip_fdatasync,skip_read_only,stderr_log,stdout_log,straggler_logger,straggler_sleep_us,system,tx_breakdown_abort_cleanup_ns,tx_breakdown_commit_cleanup_ns,tx_breakdown_delete_ns,tx_breakdown_insert_ns,tx_breakdown_maintenance_ns,tx_breakdown_node_validation_ns,tx_breakdown_read_ns,tx_breakdown_ssn_exclusion_ns,tx_breakdown_ssn_finalize_eta_ns,tx_breakdown_ssn_finalize_pi_ns,tx_breakdown_total_accounted_ns,tx_breakdown_update_ns,tx_breakdown_version_install_ns,tx_breakdown_wal_log_ns,version_install_ns_per_tx,waiting_conditions_per_tx,waitlist_pops_per_tx,waitlist_registration_ns_per_tx,waitlist_registrations_per_tx,wal_enqueue_ns_per_tx,wal_stats_ack_latency_max_us,wal_stats_ack_latency_p50_us,wal_stats_ack_latency_p90_us,wal_stats_ack_latency_p95_us,wal_stats_ack_latency_p999_us,wal_stats_ack_latency_p99_us,wal_stats_ack_latency_samples,wal_stats_ack_process_ns,wal_stats_acked_commits,wal_stats_async_acked_commits,wal_stats_avg_accounted_ns_per_commit,wal_stats_avg_batch_size,wal_stats_avg_ready_queue_len,wal_stats_avg_waitlist_len,wal_stats_bytes,wal_stats_commits,wal_stats_committer_cpu_ns,wal_stats_committer_event_ns,wal_stats_committer_idle_wait_ns,wal_stats_committer_idle_waits,wal_stats_committer_num,wal_stats_committer_queue_wait_ns,wal_stats_dep_frontier_bytes,wal_stats_dep_frontier_entries,wal_stats_dep_frontier_nonzero_entries,wal_stats_dep_wait_conditions,wal_stats_durable_global_lsn,wal_stats_durable_lag_avg,wal_stats_durable_lag_max,wal_stats_durable_mode,wal_stats_fdatasync_count,wal_stats_fdatasync_ns,wal_stats_flushed_commits,wal_stats_flusher_batches,wal_stats_flusher_cpu_ns,wal_stats_flusher_idle_wait_ns,wal_stats_flusher_idle_waits,wal_stats_frontier_alloc_count,wal_stats_frontier_collect_ns,wal_stats_frontier_merge_ns,wal_stats_frontier_publish_ns,wal_stats_frontier_shared_ptr_count,wal_stats_global_atomic_count,wal_stats_logger_num,wal_stats_logical_commits,wal_stats_logical_minus_acked,wal_stats_lsn_alloc_ns,wal_stats_max_pending_commits,wal_stats_max_ready_queue_len,wal_stats_max_waitlist_len,wal_stats_measured_ack_latency_max_us,wal_stats_measured_ack_latency_p50_us,wal_stats_measured_ack_latency_p90_us,wal_stats_measured_ack_latency_p95_us,wal_stats_measured_ack_latency_p999_us,wal_stats_measured_ack_latency_p99_us,wal_stats_measured_acked_commits,wal_stats_measured_durable_global_lsn,wal_stats_measured_logical_commits,wal_stats_measured_logical_minus_acked,wal_stats_measurement_pending_commits,wal_stats_measurement_stop_recorded,wal_stats_mutex_wait_ns,wal_stats_notify_wait_ns,wal_stats_payload_build_ns,wal_stats_read_frontier_updates,wal_stats_read_only_commits,wal_stats_read_only_fast_path_acks,wal_stats_read_only_frontier_collect_skipped,wal_stats_ready_queue_push_ns,wal_stats_shutdown_drain_acked_commits,wal_stats_total_accounted_ns,wal_stats_version_install_ns,wal_stats_waitlist_pops,wal_stats_waitlist_registration_ns,wal_stats_waitlist_registrations,wal_stats_wal_enqueue_ns,wal_stats_worker_stall_ns,wal_stats_write_frontier_updates,wal_stats_write_ns,worker_stall_ns_per_tx,worker_threads,workload,workload_mode,write_frontier_updates_per_tx,write_ns_per_tx
2100,5,10,10,100,10000,0,50,32,1,10,0,95,100000,0,0,98,0.0001,193315,131072,131072,131072,131072,131072,118.768161,4,55,0,61670,0,-nan,0,51441154.000000,1796019,1795987.000000,562.276782,447.137868,1,202582.807012,195189.496211,0.000000,1730442,1795987,432610.500000,0,frontier,0.000000,0.000000,1000,4560.406534,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.500628,64,182971.131952,176293.554194,7,65545,448996.750000,296.770179,65536,1,65561,554440 kB,async_global_lsn_prefix,2082.947076,65545,2179264,350557797732,316620931517,137141.440000,results/tidewal_diagnostic_effects_20260608_184711/logs/frontier_ycsb_b_async_global_lsn_prefix_str1000_r0.perfstat.csv,184978.100546,0.000000,0.000000,9.373337,0,1,1,results/tidewal_diagnostic_effects_20260608_184711/logs/frontier_ycsb_b_async_global_lsn_prefix_str1000_r0.err,results/tidewal_diagnostic_effects_20260608_184711/logs/frontier_ycsb_b_async_global_lsn_prefix_str1000_r0.out,3,1000,Global LSN prefix,54929464,2063593128,0,0,1759029017,1629915841,25245517281,1700186093,2115573300,796668023,140450068528,1866996797,2687292644,100530366940,150.404864,0.000000,1.000018,23539.296860,1.000018,399.715585,193315,131072,131072,131072,131072,131072,1796019,213306074,1796019,1796019,178300024,55,0,61670,205764616,1796019,1009841790,803053798,4338380507,40215,1,320093874265659,0,0,0,0,2695109,1516,10408,async_global_lsn_prefix,0,0,1796019,32085,8190430850,27274085730,32108,0,0,0,0,0,2695109,7,1796019,0,532995383,65561,1,65561,193315,131072,131072,131072,131072,131072,1730442,2596806,1795987,65545,65545,1,0,42504842083,3740945871,0,0,0,0,16834392,65577,320230231022348,270125181,1796019,42276271150,1796019,717883995,42504842083,0,2775656679,23666.564448,32,YCSB-B,ycsb_b,0.000000,1545.477044
2100,5,10,10,100,10000,0,50,32,1,10,0,95,100000,0,0,99,0.0001,3881,32,1024,1024,2048,2048,279.410436,4,24,0,129,0,-nan,0,41074807.750000,1806273,1806261.000000,499.339927,460.640853,1,150679.525929,150671.517544,0.418050,1806165,1806261,451541.250000,0,frontier,0.000000,0.000000,1000,2561.212090,3.908308,56.000372,17174.216729,7.000047,1360.682808,6.876035,14967.587968,3.908308,0.899947,64,74352.836550,74348.884811,7,96,451565.250000,164.672160,65536,1,235,634272 kB,async_dep_frontier_lsn,1500.790737,64,3469866,272152085950,134293491028,108219.370000,results/tidewal_diagnostic_effects_20260608_184711/logs/frontier_ycsb_b_async_dep_frontier_lsn_str1000_r0.perfstat.csv,376.695527,3.507558,0.000000,9.608665,0,1,1,results/tidewal_diagnostic_effects_20260608_184711/logs/frontier_ycsb_b_async_dep_frontier_lsn_str1000_r0.err,results/tidewal_diagnostic_effects_20260608_184711/logs/frontier_ycsb_b_async_dep_frontier_lsn_str1000_r0.out,3,1000,Dep frontier + separate LSN,64135353,1124641207,0,0,1004285441,828639384,57819801154,911181404,1241025616,834174005,146890471941,5935582976,1714651633,75412353768,149.266615,0.418050,0.418050,20661.014748,0.418050,200.102991,3881,32,1024,1024,2048,2048,1806273,504688173,1806273,1806273,434280,24,0,129,164299231,1806273,901938236,832037607,4117165913,38288,1,680374276863,101151288,12643911,12419914,755107,1625539,11,26,async_dep_frontier_lsn,0,0,723770,29962,4626217510,30962543299,29976,7059424,31021117883,2457748289,27035370411,7059424,1625539,7,1806273,0,297440901,232,1,235,3881,32,1024,1024,2048,2048,1806165,1625101,1806261,96,64,1,0,0,2710819777,6335565,1082503,11933,0,17355756,108,784428430087,269614465,755107,37319185159,755107,361438229,0,901769,1227336574,0.000000,32,YCSB-B,ycsb_b,0.499246,679.490159
2100,5,10,10,100,10000,0,50,32,1,10,0,50,100000,0,0,6645,0.0054,4300,512,1024,1024,1024,1024,197.139042,4,39,0,175,0,-nan,0,243877597.250000,1224151,1224124.000000,936.992930,817.753742,1,218587.275686,218556.026586,1.095040,1223949,1224124,305987.250000,0,cstamp,0.000000,0.000000,1000,6604.522860,5.987563,56.001235,28584.957615,7.000154,2094.744224,6.982311,31308.178869,5.987563,5.999974,64,140126.713925,140106.681498,7,175,306031.000000,1123.112744,65536,2,339,3088196 kB,async_dep_frontier_lsn,7995.161832,178,3709876,267539677488,171507951382,106468.620000,results/tidewal_diagnostic_effects_20260608_184711/logs/cstamp_ycsb_a_async_dep_frontier_lsn_str0_r1.perfstat.csv,710.562559,4.988459,0.000000,15.566246,1,1,1,results/tidewal_diagnostic_effects_20260608_184711/logs/cstamp_ycsb_a_async_dep_frontier_lsn_str0_r1.err,results/tidewal_diagnostic_effects_20260608_184711/logs/cstamp_ycsb_a_async_dep_frontier_lsn_str0_r1.out,3,0,Dep frontier + separate LSN,3535790036,461086451,0,0,426219427,265287318,22140005186,380637815,862282416,740675580,153526169359,40562940316,1208059835,82943184979,1765.447580,1.095040,1.095040,22552.847595,1.095040,463.193102,4300,512,1024,1024,1024,1024,1224151,241322633,1224151,1224151,809638,39,0,175,975510389,1224151,1146995533,1001031982,3952292526,36589,1,869692333298,68552456,8569057,8547214,1340465,7344712,26,44,async_dep_frontier_lsn,0,0,1222961,30890,8084754942,31755021324,30978,7329519,34991532656,2564226679,38325093150,7329519,7344712,7,1224151,0,1374829265,307,2,339,4300,512,1024,1024,1024,1024,1223949,7342799,1224124,175,178,1,0,0,9787069482,6106492,1190,1,0,19055015,202,991120335642,2161126753,1340465,27607482009,1340465,567005793,0,6121751,2788226927,0.000000,32,YCSB-A,ycsb_a,5.000924,2277.732425
2100,5,10,10,100,10000,0,50,32,1,10,0,50,100000,0,0,6684,0.0053,4792,512,1024,1024,1024,1024,154.506759,4,40,0,176,0,-nan,0,255038830.500000,1246231,1246217.000000,817.452180,703.229446,1,215766.341211,215731.886937,1.095788,1246018,1246217,311504.500000,0,cstamp,0.000000,0.000000,1000,6524.436936,5.989549,56.000629,29552.554451,7.000079,2055.776991,6.982314,34886.743506,5.989549,0.000000,64,140537.481203,140515.039719,7,199,311554.250000,0.000000,65536,1,392,3123616 kB,async_dep_frontier_cstamp,5837.698118,201,3872177,268848744943,175112231253,107295.970000,results/tidewal_diagnostic_effects_20260608_184711/logs/cstamp_ycsb_a_async_dep_frontier_cstamp_str0_r1.perfstat.csv,696.092670,4.990367,0.000000,12.297227,1,1,1,results/tidewal_diagnostic_effects_20260608_184711/logs/cstamp_ycsb_a_async_dep_frontier_cstamp_str0_r1.err,results/tidewal_diagnostic_effects_20260608_184711/logs/cstamp_ycsb_a_async_dep_frontier_cstamp_str0_r1.out,3,0,Dep frontier + cstamp,3730973934,476638003,0,0,434342872,269689921,23007787111,389353630,852295401,709184549,153336998526,42143460146,1245188053,80078084906,1742.760519,1.095788,1.095788,17895.667312,1.095788,477.542556,4792,512,1024,1024,1024,1024,1246231,192548950,1246231,1246231,791395,40,0,176,1020155322,1246231,1018722804,876376490,4086657469,38344,1,867343996814,69788936,8723617,8701478,1365590,0,27,45,async_dep_frontier_cstamp,0,0,1245056,31033,8130864225,31912464697,31143,7464278,36828895750,2561944234,43476452832,7464278,0,7,1246231,0,0,359,1,392,4792,512,1024,1024,1024,1024,1246018,0,1246217,199,201,1,0,0,7275038635,6219080,1175,2,0,15325013,213,986261829849,2171857786,1365590,22301884831,1365590,595121652,0,6229953,2622386862,0.000000,32,YCSB-A,ycsb_a,4.999092,2104.277876
2100,5,10,10,100,10000,0,50,32,1,10,0,95,100000,0,0,98,0.0001,2040,32,512,1024,1024,1024,267.430952,4,22,0,90,0,-nan,0,41822698.000000,1836251,1836228.000000,489.088694,445.640126,1,153674.457924,153667.009488,0.412902,1836139,1836228,459034.750000,0,cstamp,0.000000,0.000000,1000,2732.498244,3.912967,56.000701,16444.200188,7.000088,1386.788399,6.877848,15156.239965,3.912967,0.901119,64,74519.894674,74516.282774,7,89,459057.000000,154.560483,65536,1,176,652380 kB,async_dep_frontier_lsn,1484.677077,88,3527799,282167665498,136828884886,112206.270000,results/tidewal_diagnostic_effects_20260608_184711/logs/cstamp_ycsb_b_async_dep_frontier_lsn_str0_r1.perfstat.csv,264.385635,3.511722,0.000000,9.935890,1,1,1,results/tidewal_diagnostic_effects_20260608_184711/logs/cstamp_ycsb_b_async_dep_frontier_lsn_str0_r1.err,results/tidewal_diagnostic_effects_20260608_184711/logs/cstamp_ycsb_b_async_dep_frontier_lsn_str0_r1.out,3,0,Dep frontier + separate LSN,60990149,1246324194,0,0,1127802044,896967642,57873936749,985457829,1342770066,858855668,145510648069,5837915213,1863626908,73416001607,149.456838,0.412902,0.412902,18747.881216,0.412902,203.302480,2040,32,512,1024,1024,1024,1836251,491064202,1836251,1836251,319508,22,0,90,167290792,1836251,898078354,818296878,4129795107,39376,1,485448775772,102830056,12853757,12629297,758182,1654660,11,20,async_dep_frontier_lsn,0,0,736668,32246,5017489786,33315923469,32264,7185099,30195300822,2546459689,27830312198,7185099,1654660,7,1836251,0,283808286,174,1,176,2040,32,512,1024,1024,1024,1836139,1654357,1836228,89,88,1,0,0,2726205619,6448323,1099583,12121,0,18244559,112,586697719925,274436831,758182,34425384430,758182,373309706,0,917992,1266120933,0.000000,32,YCSB-B,ycsb_b,0.499934,689.522724
2100,5,10,10,100,10000,0,50,32,1,10,0,95,100000,0,0,115,0.0001,2057,32,512,1024,1024,1024,257.817478,4,23,0,94,0,-nan,0,44070263.750000,1884907,1884884.000000,466.942624,412.409655,1,149619.499615,149611.482374,0.413730,1884783,1884884,471195.750000,0,cstamp,0.000000,0.000000,1000,2798.612363,3.914513,56.000683,17413.711994,7.000085,1379.642977,6.881494,15129.417988,3.914513,0.000000,64,75591.272313,75587.221815,7,101,471221.000000,0.000000,65536,1,189,680228 kB,async_dep_frontier_cstamp,1221.383530,103,3671325,282000289343,142473145004,112307.480000,results/tidewal_diagnostic_effects_20260608_184711/logs/cstamp_ycsb_b_async_dep_frontier_cstamp_str0_r1.perfstat.csv,264.775656,3.513113,0.000000,11.253345,1,1,1,results/tidewal_diagnostic_effects_20260608_184711/logs/cstamp_ycsb_b_async_dep_frontier_cstamp_str0_r1.err,results/tidewal_diagnostic_effects_20260608_184711/logs/cstamp_ycsb_b_async_dep_frontier_cstamp_str0_r1.out,3,0,Dep frontier + cstamp,69981949,1184698742,0,0,1047574500,878081946,60024237815,961639318,1287595612,864056017,146080252173,6058861154,1791487869,71912037251,151.873481,0.413730,0.413730,17202.135297,0.413730,191.419305,2057,32,512,1024,1024,1024,1884907,485956040,1884907,1884907,318840,23,0,94,176281055,1884907,880132680,777344360,4169609378,39606,1,499044656049,105554792,13194349,12970817,779833,0,12,18,async_dep_frontier_cstamp,0,0,756495,32171,5275059665,33224780711,32196,7378402,32822827119,2600466973,28517197895,7378402,0,7,1884907,0,0,185,1,189,2057,32,512,1024,1024,1024,1884783,0,1884884,101,103,1,0,0,2302166273,6621810,1128412,12012,0,21211249,124,600983892172,286263895,779833,32424029587,779833,360803185,0,942731,1340969547,0.000000,32,YCSB-B,ycsb_b,0.500153,711.433461
2100,5,10,10,100,10000,0,50,32,1,10,0,95,100000,0,0,90,0.0000,3435,1024,1024,1024,1024,1024,159.657455,4,62,0,477,0,-nan,0,62471349.500000,2175751,2175723.000000,596.200861,559.319693,1,122341.854056,122310.533703,0.000000,2175166,2175723,543791.500000,0,frontier,0.000000,0.000000,1000,5078.786926,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.500777,64,53199.759620,53186.140117,7,557,543930.750000,293.844290,65536,2,933,607492 kB,async_global_lsn_prefix,2066.151018,562,2949625,266113841320,115718308333,105576.500000,results/tidewal_diagnostic_effects_20260608_184711/logs/frontier_ycsb_b_async_global_lsn_prefix_str0_r1.perfstat.csv,1122.282774,0.000000,0.000000,8.677527,1,1,1,results/tidewal_diagnostic_effects_20260608_184711/logs/frontier_ycsb_b_async_global_lsn_prefix_str0_r1.err,results/tidewal_diagnostic_effects_20260608_184711/logs/frontier_ycsb_b_async_global_lsn_prefix_str0_r1.out,3,0,Global LSN prefix,45931536,2045256812,0,0,1739514358,1595245379,27057467039,1677578724,2124176866,937991872,139567112285,2073181712,2783540939,97487227048,151.352309,0.000000,1.000013,36113.065599,1.000013,418.211770,3435,1024,1024,1024,1024,1024,2175751,347370396,2175751,2175751,1163413,62,0,477,249885398,2175751,1297167926,1216924720,3732461234,37849,1,2441151332071,0,0,0,0,3265275,48,75,async_global_lsn_prefix,0,0,2175751,34921,11050033527,30889557912,34943,0,0,0,0,0,3265275,7,2175751,0,639323780,933,2,933,3435,1024,1024,1024,1024,1024,2175166,3264406,2175723,557,562,1,0,0,4495372291,0,0,0,0,18879896,585,2531299125567,329300699,2175751,78572027424,2175751,909912967,0,0,3618681323,0.000000,32,YCSB-B,ycsb_b,0.000000,1663.208654
2100,5,10,10,100,10000,0,50,32,1,10,0,95,100000,0,0,104,0.0001,1923,32,512,1024,1024,1024,264.313879,4,23,0,91,0,-nan,0,42238591.500000,1856619,1856599.000000,501.574630,457.028168,1,155632.616704,155626.413527,0.412774,1856525,1856599,464131.250000,0,frontier,0.000000,0.000000,1000,2700.174544,3.909682,56.000603,14969.941975,7.000075,1401.054730,6.879200,13697.512482,3.909682,0.900112,64,73883.533980,73880.589143,7,74,464149.750000,153.626952,65536,1,192,653264 kB,async_dep_frontier_lsn,1465.170750,72,3443791,288935843727,137166627922,114668.770000,results/tidewal_diagnostic_effects_20260608_184711/logs/frontier_ycsb_b_async_dep_frontier_lsn_str0_r1.perfstat.csv,264.848364,3.508804,0.000000,9.970597,1,1,1,results/tidewal_diagnostic_effects_20260608_184711/logs/frontier_ycsb_b_async_dep_frontier_lsn_str0_r1.err,results/tidewal_diagnostic_effects_20260608_184711/logs/frontier_ycsb_b_async_dep_frontier_lsn_str0_r1.out,3,0,Dep frontier + separate LSN,56690589,1373285024,0,0,1216479871,992836673,57313574076,1091139710,1483060907,859096532,144384761191,5716092456,1990024584,72292480769,149.816987,0.412774,0.412774,19107.460071,0.412774,205.910520,1923,32,512,1024,1024,1024,1856619,490724883,1856619,1856619,317403,23,0,91,168954366,1856619,931222957,848518040,4097722006,39218,1,491697609078,103970664,12996333,12771915,766355,1671147,9,26,async_dep_frontier_lsn,0,0,744178,32241,5013141358,33307455660,32265,7258712,27793179300,2601196811,25430787976,7258712,1671147,7,1856619,0,285223646,187,1,192,1923,32,512,1024,1024,1024,1856525,1670841,1856599,74,72,1,0,0,2720234549,6514442,1112441,12082,0,18511401,94,589298224100,278150069,766355,35474891260,766355,382293265,0,926969,1276903822,0.000000,32,YCSB-B,ycsb_b,0.499283,687.765006
2100,5,10,10,100,10000,0,50,32,1,10,0,95,100000,0,0,104,0.0000,3333,1024,1024,1024,1024,1024,157.655799,4,62,0,488,0,-nan,0,61672397.000000,2151247,2151217.000000,608.130571,588.141348,1,120079.423599,120055.923675,0.000000,2150796,2151217,537699.000000,0,frontier,0.000000,0.000000,1000,4970.396579,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.499662,64,53505.550418,53495.079212,7,421,537804.250000,298.087216,65536,1,1070,597792 kB,async_global_lsn_prefix,2088.797094,422,2985999,258266343960,115079523817,102469.940000,results/tidewal_diagnostic_effects_20260608_184711/logs/frontier_ycsb_b_async_global_lsn_prefix_str100_r1.perfstat.csv,1162.520854,0.000000,0.000000,9.570946,1,1,1,results/tidewal_diagnostic_effects_20260608_184711/logs/frontier_ycsb_b_async_global_lsn_prefix_str100_r1.err,results/tidewal_diagnostic_effects_20260608_184711/logs/frontier_ycsb_b_async_global_lsn_prefix_str100_r1.out,3,100,Global LSN prefix,50837755,1876669553,0,0,1600651808,1446737147,25464291886,1523378833,1956262169,941456503,140787284975,1983059188,2581341143,101362598990,151.523931,0.000000,1.000014,38264.822148,1.000014,415.374193,3333,1024,1024,1024,1024,1024,2151247,339151835,2151247,2151247,1205866,62,0,488,246689588,2151247,1308220823,1265219666,3682808236,37328,1,2500345203540,0,0,0,0,3226099,35,57,async_global_lsn_prefix,0,0,2151247,34622,10692401618,30192951924,34651,0,0,0,0,0,3226099,7,2151247,0,641250286,1070,1,1070,3333,1024,1024,1024,1024,1024,2150796,3225413,2151217,421,422,1,0,0,4493455819,0,0,0,0,20589182,451,2594116906311,325960857,2151247,82315935907,2151247,893560026,0,0,3476579193,0.000000,32,YCSB-B,ycsb_b,0.000000,1616.098791
2100,5,10,10,100,10000,0,50,32,1,10,0,95,100000,0,0,94,0.0001,2273,32,512,1024,1024,1024,259.876040,4,23,0,96,0,-nan,0,41772408.250000,1833230,1833211.000000,474.294022,421.859296,1,155569.980353,155559.457463,0.414160,1833087,1833211,458271.750000,0,frontier,0.000000,0.000000,1000,2734.919741,3.914987,56.000580,17111.048872,7.000073,1374.263765,6.876460,15179.138723,3.914987,0.901578,64,74321.492726,74316.465555,7,124,458302.750000,164.188055,65536,1,190,657364 kB,async_dep_frontier_lsn,1512.948321,118,3508960,285173308576,136237762136,113284.170000,results/tidewal_diagnostic_effects_20260608_184711/logs/frontier_ycsb_b_async_dep_frontier_lsn_str100_r1.perfstat.csv,279.644129,3.513532,0.000000,10.410449,1,1,1,results/tidewal_diagnostic_effects_20260608_184711/logs/frontier_ycsb_b_async_dep_frontier_lsn_str100_r1.err,results/tidewal_diagnostic_effects_20260608_184711/logs/frontier_ycsb_b_async_dep_frontier_lsn_str100_r1.out,3,100,Dep frontier + separate LSN,52926313,1345073461,0,0,1202301891,970815595,59531603502,1066975280,1445660997,845354839,144646317802,5920747455,1977346890,70287511579,148.419112,0.414160,0.414160,17151.492847,0.414160,208.868058,2273,32,512,1024,1024,1024,1833230,476407615,1833230,1833230,333875,23,0,96,167089633,1833230,869481019,773357102,4176407567,39534,1,512612017609,102660880,12832610,12606003,759243,1652782,16,20,async_dep_frontier_lsn,0,0,735833,31595,5013684953,32652784791,31620,7176998,31368163014,2519315450,27826564077,7176998,1652782,7,1833230,0,300991348,189,1,190,2273,32,512,1024,1024,1024,1833087,1652430,1833211,124,118,1,0,0,2773553504,6441046,1097397,12047,0,19084550,143,612071122669,272083548,759243,31442305354,759243,382899222,0,916949,1304380276,0.000000,32,YCSB-B,ycsb_b,0.500187,711.527629
2100,5,10,10,100,10000,0,50,32,1,10,0,95,100000,0,0,130,0.0001,3038,1024,1024,1024,1024,1024,126.540126,4,63,0,602,0,-nan,0,67791415.750000,2360178,2360148.000000,536.778602,466.096707,1,131600.568013,131572.186450,0.000000,2359639,2360148,589909.750000,0,frontier,0.000000,0.000000,1000,4765.616985,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.500336,64,51627.042574,51615.908457,7,509,590037.000000,285.626959,65536,2,1074,659400 kB,async_global_lsn_prefix,1959.061016,527,2837461,310529832706,121821183112,122615.670000,results/tidewal_diagnostic_effects_20260608_184711/logs/frontier_ycsb_b_async_global_lsn_prefix_str500_r1.perfstat.csv,1290.342204,0.000000,0.000000,8.785829,1,1,1,results/tidewal_diagnostic_effects_20260608_184711/logs/frontier_ycsb_b_async_global_lsn_prefix_str500_r1.err,results/tidewal_diagnostic_effects_20260608_184711/logs/frontier_ycsb_b_async_global_lsn_prefix_str500_r1.out,3,500,Global LSN prefix,68642082,2724640658,0,0,2319214722,2118007930,33640514613,2204225300,2751457201,1006846371,133933179837,2460778603,3538689339,81100163018,150.722248,0.000000,1.000013,26015.443047,1.000013,430.339423,3038,1024,1024,1024,1024,1024,2360178,298653425,2360178,2360178,1321221,63,0,602,271165663,2360178,1266876944,1100057212,3841110312,39037,1,3044741788672,0,0,0,0,3541015,46,78,async_global_lsn_prefix,0,0,2360178,37170,11247561396,27123323861,37199,0,0,0,0,0,3541015,7,2360178,0,674121895,1074,2,1074,3038,1024,1024,1024,1024,1024,2359639,3540206,2360148,509,527,1,0,0,4623673938,0,0,0,0,20735857,539,3118318605263,355726813,2360178,61400295876,2360178,1015664729,0,0,4087886846,0.000000,32,YCSB-B,ycsb_b,0.000000,1732.046823
2100,5,10,10,100,10000,0,50,32,1,10,0,95,100000,0,0,90,0.0000,3261,32,512,1024,2048,2048,268.284338,4,23,0,111,0,-nan,0,41345362.250000,1816646,1816631.000000,496.095830,438.713850,1,151494.840174,151486.917811,0.415897,1816536,1816631,454134.000000,0,frontier,0.000000,0.000000,1000,2721.877975,3.911870,56.000462,17927.109583,7.000058,1395.871004,6.877456,15634.930838,3.911870,0.900684,64,74593.054142,74589.153327,7,95,454157.750000,159.000778,65536,1,225,646956 kB,async_dep_frontier_lsn,1535.596563,78,3533978,275195830990,135500968198,109445.020000,results/tidewal_diagnostic_effects_20260608_184711/logs/frontier_ycsb_b_async_dep_frontier_lsn_str500_r1.perfstat.csv,323.640627,3.510758,0.000000,10.125979,1,1,1,results/tidewal_diagnostic_effects_20260608_184711/logs/frontier_ycsb_b_async_dep_frontier_lsn_str500_r1.err,results/tidewal_diagnostic_effects_20260608_184711/logs/frontier_ycsb_b_async_dep_frontier_lsn_str500_r1.out,3,500,Dep frontier + separate LSN,53508196,1142096278,0,0,1024702582,830190097,59120658806,909727258,1245628476,848037357,146537458229,5970751161,1743206085,73648951933,148.844181,0.415897,0.415897,18784.420253,0.415897,212.689355,3261,32,512,1024,2048,2048,1816646,487373645,1816646,1816646,380858,23,0,111,165381449,1816646,901223064,796981180,4151984404,38899,1,587904849976,101732176,12716522,12493800,755531,1636211,11,39,async_dep_frontier_lsn,0,0,728574,30572,4944647907,31601870996,30590,7106425,32566943008,2535782537,28402900043,7106425,1636211,7,1816646,0,288845743,222,1,225,3261,32,512,1024,2048,2048,1816536,1635666,1816631,95,78,1,0,0,2789612319,6377752,1088072,11873,0,18395167,110,691885656705,270394953,755531,34124360148,755531,386378075,0,907637,1312839911,0.000000,32,YCSB-B,ycsb_b,0.499627,722.678360
