FLAGS_clocks_per_us,FLAGS_extime,FLAGS_gc_inter_us,FLAGS_max_ope,FLAGS_pre_reserve_tmt_element,FLAGS_pre_reserve_version,FLAGS_rmw,FLAGS_rratio,FLAGS_thread_num,FLAGS_ycsb,FLAGS_ycsb_max_ope,FLAGS_ycsb_rmw,FLAGS_ycsb_rratio,FLAGS_ycsb_tuple_num,FLAGS_ycsb_zipf_skew,FLAGS_zipf_skew,abort_counts_,abort_rate,ack_latency_max_us,ack_latency_p50_us,ack_latency_p90_us,ack_latency_p95_us,ack_latency_p999_us,ack_latency_p99_us,ack_process_ns_per_tx,actual_extime,avg_batch_size,avg_ready_queue_len,avg_waitlist_len,batch_abort_counts_,batch_abort_rate,batch_commit_counts_,bytes_flushed_per_sec,commit_counts_,commits_per_fdatasync,committer_event_ns_per_tx,committer_num,dep_wait_conditions_per_tx,derived_acked_commits,derived_logical_commits,durable_ack_tps,exit_code,fdatasync_ns_per_tx,fdatasync_per_sec,flush_us,frontier_alloc_count_per_tx,frontier_bytes_per_tx,frontier_collect_ns_per_tx,frontier_entries_per_tx,frontier_merge_ns_per_tx,frontier_nonzero_entries_per_tx,frontier_publish_ns_per_tx,frontier_shared_ptr_count_per_tx,global_atomic_per_tx,group_size,logger_num,logical_minus_acked,logical_tps,lsn_alloc_ns_per_tx,max_pending,max_ready_queue_len,max_waitlist_len,maxrss,mode,payload_build_ns_per_tx,pending_commits,queue_wait_us_per_acked_tx,read_frontier_updates_per_tx,ready_queue_push_ns_per_tx,repeat,seconds,stderr_log,stdout_log,thread_num,tx_breakdown_abort_cleanup_ns,tx_breakdown_commit_cleanup_ns,tx_breakdown_delete_ns,tx_breakdown_insert_ns,tx_breakdown_maintenance_ns,tx_breakdown_node_validation_ns,tx_breakdown_read_ns,tx_breakdown_ssn_exclusion_ns,tx_breakdown_ssn_finalize_eta_ns,tx_breakdown_ssn_finalize_pi_ns,tx_breakdown_total_accounted_ns,tx_breakdown_update_ns,tx_breakdown_version_install_ns,tx_breakdown_wal_log_ns,version_install_ns_per_tx,waiting_conditions_per_tx,waitlist_pops_per_tx,waitlist_registration_ns_per_tx,waitlist_registrations_per_tx,wal_enqueue_ns_per_tx,wal_stats_ack_latency_max_us,wal_stats_ack_latency_p50_us,wal_stats_ack_latency_p90_us,wal_stats_ack_latency_p95_us,wal_stats_ack_latency_p999_us,wal_stats_ack_latency_p99_us,wal_stats_ack_latency_samples,wal_stats_ack_process_ns,wal_stats_acked_commits,wal_stats_async_acked_commits,wal_stats_avg_accounted_ns_per_commit,wal_stats_avg_batch_size,wal_stats_avg_ready_queue_len,wal_stats_avg_waitlist_len,wal_stats_bytes,wal_stats_commits,wal_stats_committer_event_ns,wal_stats_committer_num,wal_stats_committer_queue_wait_ns,wal_stats_dep_frontier_bytes,wal_stats_dep_frontier_entries,wal_stats_dep_frontier_nonzero_entries,wal_stats_dep_wait_conditions,wal_stats_durable_global_lsn,wal_stats_durable_mode,wal_stats_fdatasync_count,wal_stats_fdatasync_ns,wal_stats_flushed_commits,wal_stats_flusher_batches,wal_stats_frontier_alloc_count,wal_stats_frontier_collect_ns,wal_stats_frontier_merge_ns,wal_stats_frontier_publish_ns,wal_stats_frontier_shared_ptr_count,wal_stats_global_atomic_count,wal_stats_logger_num,wal_stats_logical_commits,wal_stats_logical_minus_acked,wal_stats_lsn_alloc_ns,wal_stats_max_pending_commits,wal_stats_max_ready_queue_len,wal_stats_max_waitlist_len,wal_stats_measured_ack_latency_max_us,wal_stats_measured_ack_latency_p50_us,wal_stats_measured_ack_latency_p90_us,wal_stats_measured_ack_latency_p95_us,wal_stats_measured_ack_latency_p999_us,wal_stats_measured_ack_latency_p99_us,wal_stats_measured_acked_commits,wal_stats_measured_durable_global_lsn,wal_stats_measured_logical_commits,wal_stats_measured_logical_minus_acked,wal_stats_measurement_pending_commits,wal_stats_measurement_stop_recorded,wal_stats_mutex_wait_ns,wal_stats_notify_wait_ns,wal_stats_payload_build_ns,wal_stats_read_frontier_updates,wal_stats_ready_queue_push_ns,wal_stats_shutdown_drain_acked_commits,wal_stats_total_accounted_ns,wal_stats_version_install_ns,wal_stats_waitlist_pops,wal_stats_waitlist_registration_ns,wal_stats_waitlist_registrations,wal_stats_wal_enqueue_ns,wal_stats_worker_stall_ns,wal_stats_write_frontier_updates,wal_stats_write_ns,worker_stall_ns_per_tx,worker_threads,workload_mode,write_frontier_updates_per_tx,write_ns_per_tx
2100,5,10,10,100,10000,0,50,8,1,10,0,95,100000,0,0,1,0.0000,2685,64,128,128,256,128,0.000000,4,0,0,0,0,-nan,0,7677883.750000,276194,0.999971,0.000000,0,0.000000,276186,276186,69046.500000,0,104747.772309,69048.500000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.501398,0,8,0,69046.500000,184.138696,0,0,0,250452 kB,ermia_plain_pwal,2044.753213,0,0.000000,0.000000,0.000000,0,5,/home/sa2shun/tx-playground/ccbench/results/ermia_wal_pwal_cstamp_20260607_195430/logs/ycsb_b_ermia_plain_pwal_th8_r0.err,/home/sa2shun/tx-playground/ccbench/results/ermia_wal_pwal_cstamp_20260607_195430/logs/ycsb_b_ermia_plain_pwal_th8_r0.out,8,817008,60081408,0,0,55287924,32748371,1673647965,22550620,41301358,82745781,39182824752,161252878,129934641,36922456798,121.142672,0.000000,0.000000,0.000000,0.000000,0.000000,2685,64,128,128,256,128,276194,0,276194,0,130157,0,0,0,30711535,276194,0,1,0,0,0,0,0,414665,sync,276194,28929868243,0,0,0,0,0,0,0,414665,8,276194,0,50856530,0,0,0,2685,64,128,128,256,128,276186,414654,276186,0,0,1,38642429,1889641057,564732211,0,0,8,35948661693,33457910,0,0,0,0,0,0,4441463313,0.000000,8,ycsb_b,0.000000,16081.420901
2100,5,10,10,100,10000,0,50,8,1,10,0,95,100000,0,0,9,0.0000,2180,256,256,256,1024,512,212.377896,4,6,0,60,0,-nan,0,27920122.250000,977821,6.530290,915.721059,1,1.004639,977742,977813,244435.500000,0,17677.220903,37433.750000,100,10.500025,64.000524,3706.186586,8.000065,1131.170096,7.783745,14744.479735,10.500025,0.000000,8,8,71,244453.250000,0.000000,65536,1,496,460872 kB,ermia_async_dep_frontier_cstamp,1574.437380,72,307.307641,9.499922,125.916654,0,5,/home/sa2shun/tx-playground/ccbench/results/ermia_wal_pwal_cstamp_20260607_195430/logs/ycsb_b_ermia_async_dep_frontier_cstamp_th8_r0.err,/home/sa2shun/tx-playground/ccbench/results/ermia_wal_pwal_cstamp_20260607_195430/logs/ycsb_b_ermia_async_dep_frontier_cstamp_th8_r0.out,8,6187543,162470328,0,0,145819094,130153144,12145830296,66732904,123052697,310171370,37570536132,1314303836,451644640,22714170280,124.373590,1.004639,1.004639,3671.518127,1.004639,289.935032,2180,256,256,256,1024,512,977821,207665868,977821,977821,357242,6,0,60,111680489,977821,895403956,1,300467587060,62580544,7822568,7611047,982349,0,async_dep_frontier_cstamp,149735,17285016403,977821,149735,10267061,3623957424,1106072825,14417343963,10267061,0,8,977821,0,0,489,1,496,2180,256,256,256,1024,512,977742,0,977813,71,72,1,0,0,1539505338,9289147,123122941,79,349319105676,121614113,982349,3590058154,982349,283502243,0,488603,5658255388,0.000000,8,ycsb_b,0.499690,5786.643651
2100,5,10,10,100,10000,0,50,16,1,10,0,95,100000,0,0,1,0.0000,0,0,0,0,0,0,0.000000,4,0,0,0,0,-nan,0,1297818.750000,48027,48027.000000,0.000000,0,0.000000,48027,48027,12006.750000,0,86993.514523,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,16,0,12006.750000,0.000000,0,0,0,240588 kB,ermia_single_wal,1881.564828,0,0.000000,0.000000,0.000000,0,5,/home/sa2shun/tx-playground/ccbench/results/ermia_wal_pwal_cstamp_20260607_195430/logs/ycsb_b_ermia_single_wal_th16_r0.err,/home/sa2shun/tx-playground/ccbench/results/ermia_wal_pwal_cstamp_20260607_195430/logs/ycsb_b_ermia_single_wal_th16_r0.out,16,700537,10617164,0,0,7638169,1449982,276381714,1440624,25785741,43066044,79924295462,21181211,24564634,79511469642,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,1653129,,,,5191275,48027,,,,,,,,,,,4178037522,,,,,,,,,,,,,,,,,,,,,,,,,,,,74777607471,0,90365914,,,,79394862504,,,,,,,,348851597,0.000000,16,ycsb_b,0.000000,7263.655798
2100,5,10,10,100,10000,0,50,16,1,10,0,95,100000,0,0,9,0.0000,3235,128,256,256,256,256,0.000000,4,0,0,0,0,-nan,0,9931139.250000,355747,0.999983,0.000000,0,0.000000,355741,355741,88935.250000,0,166143.067417,88936.750000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.499212,0,16,0,88935.250000,255.218060,0,0,0,265592 kB,ermia_plain_pwal,2235.098948,0,0.000000,0.000000,0.000000,0,5,/home/sa2shun/tx-playground/ccbench/results/ermia_wal_pwal_cstamp_20260607_195430/logs/ycsb_b_ermia_plain_pwal_th16_r0.err,/home/sa2shun/tx-playground/ccbench/results/ermia_wal_pwal_cstamp_20260607_195430/logs/ycsb_b_ermia_plain_pwal_th16_r0.out,16,5720160,130549271,0,0,86760826,59548980,2160241671,63362433,104430508,142016924,78276794452,222631052,229488292,75072044335,139.586354,0.000000,0.000000,0.000000,0.000000,0.000000,3235,128,256,256,256,256,355747,0,355747,0,203908,0,0,0,39724557,355747,0,1,0,0,0,0,0,533331,sync,355747,59103900946,0,0,0,0,0,0,0,533331,16,355747,0,90791528,0,0,0,3235,128,256,256,256,256,355741,533324,355741,0,0,1,48686164,5471309456,795116335,0,0,6,72539749329,49656589,0,0,0,0,0,0,6980288311,0.000000,16,ycsb_b,0.000000,19621.826866
2100,5,10,10,100,10000,0,50,16,1,10,0,95,100000,0,0,24,0.0000,5700,256,256,256,4096,512,256.269866,4,7,0,67,0,-nan,0,29762589.000000,1035364,7.085898,1317.617810,1,1.004751,1035295,1035356,258823.750000,0,17220.535581,36528.750000,100,10.499705,64.000495,12054.677814,8.000062,1260.060880,7.797425,33069.385085,10.499705,0.000000,8,8,61,258839.000000,0.000000,65536,2,1214,467564 kB,ermia_async_dep_frontier_cstamp,2153.690477,62,336.870140,9.499419,122.984168,0,5,/home/sa2shun/tx-playground/ccbench/results/ermia_wal_pwal_cstamp_20260607_195430/logs/ycsb_b_ermia_async_dep_frontier_cstamp_th16_r0.err,/home/sa2shun/tx-playground/ccbench/results/ermia_wal_pwal_cstamp_20260607_195430/logs/ycsb_b_ermia_async_dep_frontier_cstamp_th16_r0.out,16,14710492,210538732,0,0,192918122,180789845,21912311377,97244354,182378213,412756123,76819208122,2443535165,555948569,50616077130,141.660763,1.004751,1.004751,9344.220956,1.004751,458.725844,5700,256,256,256,4096,512,1035364,265330543,1035364,1035364,419842,7,0,67,119050356,1035364,1364203505,1,348759971947,66263296,8282912,8073111,1040275,0,async_dep_frontier_cstamp,146115,17829384837,1035364,146115,10870933,12480883003,1304611592,34238586264,10870933,0,8,1035364,0,0,1166,2,1214,5700,256,256,256,4096,512,1035295,0,1035356,61,62,1,0,0,2229836358,9835280,127332396,69,434690108226,146669321,1040275,9674595232,1040275,474944555,0,517845,5793758673,0.000000,16,ycsb_b,0.500161,5595.909690
2100,5,10,10,100,10000,0,50,32,1,10,0,95,100000,0,0,3,0.0001,0,0,0,0,0,0,0.000000,4,0,0,0,0,-nan,0,1318473.750000,47988,47988.000000,0.000000,0,0.000000,47988,47988,11997.000000,0,86485.543219,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,32,0,11997.000000,0.000000,0,0,0,263932 kB,ermia_single_wal,1955.269713,0,0.000000,0.000000,0.000000,0,5,/home/sa2shun/tx-playground/ccbench/results/ermia_wal_pwal_cstamp_20260607_195430/logs/ycsb_b_ermia_single_wal_th32_r0.err,/home/sa2shun/tx-playground/ccbench/results/ermia_wal_pwal_cstamp_20260607_195430/logs/ycsb_b_ermia_single_wal_th32_r0.out,32,701854,9149148,0,0,11753856,1479089,286288005,1468381,105501654,160576292,159964671810,28732245,24783316,159334237970,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,3317792,,,,5273895,47988,,,,,,,,,,,4150268248,,,,,,,,,,,,,,,,,,,,,,,,,,,,154598136245,0,93829483,,,,159214241675,,,,,,,,372007699,0.000000,32,ycsb_b,0.000000,7752.098420
2100,5,10,10,100,10000,0,50,32,1,10,0,95,100000,0,0,33,0.0001,2211,256,256,256,512,512,0.000000,4,0,0,0,0,-nan,0,12133006.000000,432052,0.999926,0.000000,0,0.000000,432020,432020,108005.000000,0,275607.729533,108013.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.499711,0,32,0,108005.000000,312.958312,0,0,0,300532 kB,ermia_plain_pwal,2478.303315,0,0.000000,0.000000,0.000000,0,5,/home/sa2shun/tx-playground/ccbench/results/ermia_wal_pwal_cstamp_20260607_195430/logs/ycsb_b_ermia_plain_pwal_th32_r0.err,/home/sa2shun/tx-playground/ccbench/results/ermia_wal_pwal_cstamp_20260607_195430/logs/ycsb_b_ermia_plain_pwal_th32_r0.out,32,9577924,226543316,0,0,158383192,72099448,2946579837,139031290,282370158,268690039,156751712702,307147736,372744246,151968545516,150.326163,0.000000,0.000000,0.000000,0.000000,0.000000,2211,256,256,256,512,512,432052,0,432052,0,336750,0,0,0,48532024,432052,0,1,0,0,0,0,0,647905,sync,432052,119068051313,0,0,0,0,0,0,0,647905,32,432052,0,135204250,0,0,0,2211,256,256,256,512,512,432020,647862,432020,0,0,1,79502782,12315897355,1070676598,0,0,32,145493799769,64943909,0,0,0,0,0,0,12759523562,0.000000,32,ycsb_b,0.000000,29534.566830
2100,5,10,10,100,10000,0,50,32,1,10,0,95,100000,0,0,33,0.0000,1523,256,256,512,512,512,262.513020,4,6,0,58,0,-nan,0,25881870.000000,898786,6.375300,1386.383311,1,1.002925,898713,898777,224678.250000,0,19480.001316,35244.500000,100,10.500638,64.000641,44535.057084,8.000080,1328.295505,7.765825,99798.681721,10.500638,0.000000,8,8,64,224694.250000,0.000000,65536,2,190,457852 kB,ermia_async_dep_frontier_cstamp,2506.812786,64,332.383232,9.499878,132.763210,0,5,/home/sa2shun/tx-playground/ccbench/results/ermia_wal_pwal_cstamp_20260607_195430/logs/ycsb_b_ermia_async_dep_frontier_cstamp_th32_r0.err,/home/sa2shun/tx-playground/ccbench/results/ermia_wal_pwal_cstamp_20260607_195430/logs/ycsb_b_ermia_async_dep_frontier_cstamp_th32_r0.out,32,15765364,182885867,0,0,173959974,134406803,46108113307,84425944,221287287,427149752,157097933981,4983509172,516391958,104250038553,140.912086,1.002925,1.002925,9163.849543,1.002925,503.442670,1523,256,256,512,512,512,898786,235940665,898786,898786,517274,6,0,58,103527480,898786,1246049433,1,298717131141,57522304,7190288,6979745,901406,0,async_dep_frontier_cstamp,140978,17508177143,898786,140978,9437732,40027085001,1193841449,89696759761,9437732,0,8,898786,0,0,188,2,190,1523,256,256,512,512,512,898713,0,898777,64,64,1,0,0,2253065675,8538272,119324520,73,464918630424,126648542,901406,8236257201,901406,452482693,0,449087,5105867200,0.000000,32,ycsb_b,0.499665,5680.905497
2100,5,10,10,100,10000,0,50,1,1,10,0,95,100000,0,0,0,0.0000,0,0,0,0,0,0,0.000000,4,0,0,0,0,-nan,0,1397774.250000,51184,51184.000000,0.000000,0,0.000000,51184,51184,12796.000000,0,81124.732514,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1,0,12796.000000,0.000000,0,0,0,220900 kB,ermia_single_wal,1691.600637,0,0.000000,0.000000,0.000000,1,5,/home/sa2shun/tx-playground/ccbench/results/ermia_wal_pwal_cstamp_20260607_195430/logs/ycsb_b_ermia_single_wal_th1_r1.err,/home/sa2shun/tx-playground/ccbench/results/ermia_wal_pwal_cstamp_20260607_195430/logs/ycsb_b_ermia_single_wal_th1_r1.out,1,0,3342525,0,0,4074128,1527477,273170885,1500192,1552130,3636067,4934800620,16712078,14733105,4614552033,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,89890,,,,5591097,51184,,,,,,,,,,,4152288309,,,,,,,,,,,,,,,,,,,,,,,,,,,,3109892,0,86582887,,,,4600977091,,,,,,,,358996003,0.000000,1,ycsb_b,0.000000,7013.832506
2100,5,10,10,100,10000,0,50,1,1,10,0,95,100000,0,0,0,0.0000,1699,64,64,64,128,128,0.000000,4,0,0,0,0,-nan,0,1388083.500000,51039,0.999980,0.000000,0,0.000000,51038,51038,12759.500000,0,80035.266742,12759.750000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.502273,0,1,0,12759.500000,43.201497,0,0,0,221088 kB,ermia_plain_pwal,1899.263666,0,0.000000,0.000000,0.000000,1,5,/home/sa2shun/tx-playground/ccbench/results/ermia_wal_pwal_cstamp_20260607_195430/logs/ycsb_b_ermia_plain_pwal_th1_r1.err,/home/sa2shun/tx-playground/ccbench/results/ermia_wal_pwal_cstamp_20260607_195430/logs/ycsb_b_ermia_plain_pwal_th1_r1.out,1,0,3309047,0,0,4042915,1514525,317617510,1492049,1549284,3721691,4936413844,24552612,14378138,4564236073,105.444120,0.000000,0.000000,0.000000,0.000000,0.000000,1699,64,64,64,128,128,51039,0,51039,0,88709,0,0,0,5552334,51039,0,1,0,0,0,0,0,76673,sync,51039,4084839944,0,0,0,0,0,0,0,76673,1,51039,0,2204918,0,0,0,1699,64,64,64,128,128,51038,76670,51038,0,0,1,1660273,2629816,96934619,0,0,1,4527648708,5381657,0,0,0,0,0,0,333997481,0.000000,1,ycsb_b,0.000000,6544.094224
2100,5,10,10,100,10000,0,50,1,1,10,0,95,100000,0,0,0,0.0000,5601,128,256,1024,4096,4096,146.809954,4,7,0,24,0,-nan,0,8028863.250000,282895,7.997032,597.233511,1,1.000000,282885,282895,70721.250000,0,11046.369353,8843.750000,100,10.501458,64.000000,937.844882,8.000000,473.144357,0.948295,5254.797077,10.501458,0.000000,8,8,10,70723.750000,0.000000,65536,1,373,255996 kB,ermia_async_dep_frontier_cstamp,999.112003,10,396.183193,9.501458,46.143647,1,5,/home/sa2shun/tx-playground/ccbench/results/ermia_wal_pwal_cstamp_20260607_195430/logs/ycsb_b_ermia_async_dep_frontier_cstamp_th1_r1.err,/home/sa2shun/tx-playground/ccbench/results/ermia_wal_pwal_cstamp_20260607_195430/logs/ycsb_b_ermia_async_dep_frontier_cstamp_th1_r1.out,1,0,11610629,0,0,21872852,8579017,2049521975,8678864,8939897,21034670,4712919995,199153440,79544655,2303983996,72.677863,1.000000,1.000000,395.484254,1.000000,205.424493,5601,128,256,1024,4096,4096,282895,41531802,282895,282895,418951,7,0,24,32115453,282895,168954374,1,112074282425,18105280,2263160,268268,282895,0,async_dep_frontier_cstamp,35375,3124962658,282895,35375,2970810,265311628,133850173,1486555819,2970810,0,8,282895,0,0,373,1,373,5601,128,256,1024,4096,4096,282885,0,282895,10,10,1,0,0,282643790,2687915,13053807,10,118519247093,20560204,282895,111880518,282895,58113562,0,140908,737546333,0.000000,1,ycsb_b,0.498093,2607.138101
2100,5,10,10,100,10000,0,50,2,1,10,0,95,100000,0,0,0,0.0000,0,0,0,0,0,0,0.000000,4,0,0,0,0,-nan,0,1392614.250000,51669,51669.000000,0.000000,0,0.000000,51669,51669,12917.250000,0,81188.966247,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,2,0,12917.250000,0.000000,0,0,0,222224 kB,ermia_single_wal,1760.496565,0,0.000000,0.000000,0.000000,1,5,/home/sa2shun/tx-playground/ccbench/results/ermia_wal_pwal_cstamp_20260607_195430/logs/ycsb_b_ermia_single_wal_th2_r1.err,/home/sa2shun/tx-playground/ccbench/results/ermia_wal_pwal_cstamp_20260607_195430/logs/ycsb_b_ermia_single_wal_th2_r1.out,2,0,10653444,0,0,8771681,1558130,276915733,1502120,1659533,7226007,9914049679,16824066,21710536,9567228429,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,183328,,,,5570457,51669,,,,,,,,,,,4194952697,,,,,,,,,,,,,,,,,,,,,,,,,,,,4799156368,0,90963097,,,,9472417799,,,,,,,,387345637,0.000000,2,ycsb_b,0.000000,7496.673770
2100,5,10,10,100,10000,0,50,2,1,10,0,95,100000,0,0,0,0.0000,2413,64,64,64,128,128,0.000000,4,0,0,0,0,-nan,0,2493393.000000,90985,0.999978,0.000000,0,0.000000,90983,90983,22745.750000,0,83144.134014,22746.250000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.503545,0,2,0,22745.750000,93.490234,0,0,0,225868 kB,ermia_plain_pwal,1919.758383,0,0.000000,0.000000,0.000000,1,5,/home/sa2shun/tx-playground/ccbench/results/ermia_wal_pwal_cstamp_20260607_195430/logs/ycsb_b_ermia_plain_pwal_th2_r1.err,/home/sa2shun/tx-playground/ccbench/results/ermia_wal_pwal_cstamp_20260607_195430/logs/ycsb_b_ermia_plain_pwal_th2_r1.out,2,0,10723711,0,0,13045306,5993106,547611515,3054734,4349082,15229478,9832240374,44171385,30890565,9157171492,98.196377,0.000000,0.000000,0.000000,0.000000,0.000000,2413,64,64,64,128,128,90985,0,90985,0,99430,0,0,0,9973572,90985,0,1,0,0,0,0,0,136797,sync,90985,7564702745,0,0,0,0,0,0,0,136797,2,90985,0,8506022,0,0,0,2413,64,64,64,128,128,90983,136794,90983,0,0,1,7167398,84725052,174665377,0,0,2,9046684659,8934201,0,0,0,0,0,0,1197983864,0.000000,2,ycsb_b,0.000000,13167.117637
2100,5,10,10,100,10000,0,50,2,1,10,0,95,100000,0,0,0,0.0000,4661,128,256,256,2048,256,121.520988,4,7,0,21,0,-nan,0,13823793.250000,484318,7.987532,388.765670,1,1.000970,484293,484316,121073.250000,0,11315.078092,15158.500000,100,10.499760,64.000264,1379.356371,8.000033,655.325521,1.927308,6489.488006,10.499760,0.000000,8,8,23,121079.000000,0.000000,65536,1,449,272164 kB,ermia_async_dep_frontier_cstamp,996.346557,23,221.689919,9.499734,53.817355,1,5,/home/sa2shun/tx-playground/ccbench/results/ermia_wal_pwal_cstamp_20260607_195430/logs/ycsb_b_ermia_async_dep_frontier_cstamp_th2_r1.err,/home/sa2shun/tx-playground/ccbench/results/ermia_wal_pwal_cstamp_20260607_195430/logs/ycsb_b_ermia_async_dep_frontier_cstamp_th2_r1.out,2,0,39705835,0,0,61714818,40491908,3852355406,16438021,20230935,83801409,9310127545,393748736,161978756,4639661721,60.350098,1.000970,1.000970,487.625579,1.000970,188.018174,4661,128,256,256,2048,256,484318,58854559,484318,484318,247300,7,0,21,55295173,484318,188285434,1,107362875805,30996352,3874544,933426,484786,0,async_dep_frontier_cstamp,60634,5480073361,484318,60634,5085202,668044360,317384635,3142962873,5085202,0,8,484318,0,0,447,1,449,4661,128,256,256,2048,256,484293,0,484316,23,23,1,0,0,482546579,4600873,26064606,25,119772224112,29228518,484786,236164870,484786,91060210,0,242079,1688678302,0.000000,2,ycsb_b,0.499837,3486.728297
2100,5,10,10,100,10000,0,50,4,1,10,0,95,100000,0,0,0,0.0000,0,0,0,0,0,0,0.000000,4,0,0,0,0,-nan,0,1403673.000000,51710,51710.000000,0.000000,0,0.000000,51710,51710,12927.500000,0,81074.914601,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,4,0,12927.500000,0.000000,0,0,0,224988 kB,ermia_single_wal,1770.502823,0,0.000000,0.000000,0.000000,1,5,/home/sa2shun/tx-playground/ccbench/results/ermia_wal_pwal_cstamp_20260607_195430/logs/ycsb_b_ermia_single_wal_th4_r1.err,/home/sa2shun/tx-playground/ccbench/results/ermia_wal_pwal_cstamp_20260607_195430/logs/ycsb_b_ermia_single_wal_th4_r1.out,4,0,10339478,0,0,7202145,1538311,282149745,1519447,2777850,10964189,19919718878,17485926,21193463,19564548324,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,376525,,,,5614692,51710,,,,,,,,,,,4192383834,,,,,,,,,,,,,,,,,,,,,,,,,,,,14803453027,0,91552701,,,,19470138946,,,,,,,,382749384,0.000000,4,ycsb_b,0.000000,7401.844595
2100,5,10,10,100,10000,0,50,4,1,10,0,95,100000,0,0,0,0.0000,3637,64,64,128,128,128,0.000000,4,0,0,0,0,-nan,0,4699113.500000,170583,0.999977,0.000000,0,0.000000,170579,170579,42644.750000,0,88726.949566,42645.750000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.498813,0,4,0,42644.750000,142.518358,0,0,0,237816 kB,ermia_plain_pwal,2015.918267,0,0.000000,0.000000,0.000000,1,5,/home/sa2shun/tx-playground/ccbench/results/ermia_wal_pwal_cstamp_20260607_195430/logs/ycsb_b_ermia_plain_pwal_th4_r1.err,/home/sa2shun/tx-playground/ccbench/results/ermia_wal_pwal_cstamp_20260607_195430/logs/ycsb_b_ermia_plain_pwal_th4_r1.out,4,0,23397988,0,0,25588869,16329224,947010310,8408890,15512283,33728924,19631646440,81567744,60139200,18419963008,80.950299,0.000000,0.000000,0.000000,0.000000,0.000000,3637,64,64,128,128,128,170583,0,170583,0,106593,0,0,0,18796454,170583,0,1,0,0,0,0,0,255666,sync,170583,15134954330,0,0,0,0,0,0,0,255666,4,170583,0,24310639,0,0,0,3637,64,64,128,128,128,170579,255660,170579,0,0,1,19278147,523781505,343873322,0,0,4,18183058070,13808421,0,0,0,0,0,0,2123051706,0.000000,4,ycsb_b,0.000000,12446.149327
2100,5,10,10,100,10000,0,50,4,1,10,0,95,100000,0,0,4,0.0000,2003,256,256,256,512,256,140.429845,4,7,0,42,0,-nan,0,23030171.250000,806861,7.956238,463.632468,1,1.002891,806831,806858,201707.750000,0,13177.135967,25353.000000,100,10.500967,64.000238,1772.465170,8.000030,851.334788,3.892270,8211.339669,10.500967,0.000000,8,8,27,201714.500000,0.000000,65536,1,301,348600 kB,ermia_async_dep_frontier_cstamp,1137.090970,28,258.449097,9.500923,71.769868,1,5,/home/sa2shun/tx-playground/ccbench/results/ermia_wal_pwal_cstamp_20260607_195430/logs/ycsb_b_ermia_async_dep_frontier_cstamp_th4_r1.err,/home/sa2shun/tx-playground/ccbench/results/ermia_wal_pwal_cstamp_20260607_195430/logs/ycsb_b_ermia_async_dep_frontier_cstamp_th4_r1.out,4,2802014,80855693,0,0,104210282,79673579,7167149850,33594134,51605774,160375110,18626334010,771343511,292050024,9882674039,64.069214,1.002891,1.002891,987.044539,1.002891,220.425584,2003,256,256,256,512,256,806861,113306944,806861,806861,290148,7,0,42,92120685,806861,374085566,1,208524743657,51639104,6454888,3140509,809191,0,async_dep_frontier_cstamp,101412,10632077572,806861,101412,8472789,1430127702,686906284,6625385103,8472789,0,8,806861,0,0,296,1,301,2003,256,256,256,512,256,806831,0,806858,27,28,1,0,0,917470946,7665896,57908092,30,234109458423,51694758,809191,796404783,809191,177852146,0,402349,3721494870,0.000000,4,ycsb_b,0.498661,4612.329394
