workload_mode,workload,system,worker_threads,wal_streams,flusher_threads,logger_num,committer_num,background_threads,total_active_threads,ack_tps,p50_us,p95_us,p99_us,pending,max_pending_commits,abort_rate,read_only_commits_per_tx,read_only_fast_path_per_tx,wal_bytes,write_count,fdatasync_count,commits_per_fdatasync,log_bytes_per_sec,frontier_collect_ns_per_tx,frontier_publish_ns_per_tx,waitlist_registration_ns_per_tx,ack_process_ns_per_tx,queue_wait_us_per_acked_tx,dep_wait_conditions_per_tx,waitlist_registrations_per_tx,frontier_bytes_per_tx,global_atomic_per_tx,lsn_alloc_ns_per_tx,fdatasync_ns_per_tx,flusher_idle_wait_ns,flusher_idle_waits,flusher_cpu_ns,committer_idle_wait_ns,committer_idle_waits,committer_cpu_ns,read_only_frontier_collect_skipped_per_tx
ycsb_b,YCSB-B,P-WAL,36,36.0,0.0,36.0,1.0,37.0,73.0,657076.4,2048.0,2048.0,2048.0,522.0,1180.0,0.0001,0.5986058011605958,0.0,301286426.6666667,182014.66666666666,182014.66666666666,18.051937000000002,60257285.333333336,0.0,0.0,5224.160747999999,76.26047733333333,841.1776016666666,0.0,0.4013976666666667,0.0,0.9015713333333334,146.28975333333332,40101.80197733333,17165144358.333334,183261.33333333334,21957830601.333332,3496727586.3333335,27595.666666666668,1267232775.3333333,0.0
ycsb_b,YCSB-B,P-WAL,48,48.0,0.0,48.0,1.0,49.0,97.0,707564.6,2048.0,2048.0,2048.0,920.0,2270.3333333333335,0.0001,0.5986469234161292,0.0,324905223.0,187093.0,187093.0,18.972966333333336,64981044.6,0.0,0.0,8158.807882333332,76.27643666666667,1167.6137403333335,0.0,0.4013583333333333,0.0,0.901641,166.5740473333333,50886.03506666666,18229466885.666668,189049.0,30950583462.333332,2968626876.3333335,21990.333333333332,1495588114.6666667,0.0
ycsb_b,YCSB-B,P-WAL,60,60.0,0.0,60.0,1.0,61.0,121.0,727643.8666666667,8192.0,4096.0,8192.0,989.6666666666666,8908.666666666666,0.0001,0.5986794411363748,0.0,334124936.0,193046.66666666666,193046.66666666666,18.896797333333335,66824987.199999996,0.0,0.0,13596.702180333334,73.80264033333333,2004.3022363333337,0.0,0.4013263333333334,0.0,0.9012636666666666,179.95782,64449.82657633334,20823822181.333332,201348.66666666666,38292290710.333336,1867940830.6666667,13417.0,1659661036.0,0.0
ycsb_b,YCSB-B,P-WAL,72,72.0,0.0,72.0,1.0,73.0,145.0,715494.0666666668,131072.0,131072.0,131072.0,1756.3333333333333,65576.33333333333,0.00013333333333333334,0.5988985898011872,0.0,328570303.0,203867.0,203867.0,17.586669,65714060.6,0.0,0.0,23773.199621000003,63.593448,47583.91762300001,0.0,0.40110833333333334,0.0,0.900872,187.935264,80076.161217,26445841991.0,249004.0,46720206017.333336,358166276.0,2348.0,1801700924.6666667,0.0
ycsb_b,YCSB-B,P-WAL,84,84.0,0.0,84.0,1.0,85.0,169.0,642839.6,262144.0,131072.0,262144.0,64560.333333333336,65608.66666666667,0.0002,0.5989339314737592,0.0,300835766.6666667,238206.33333333334,238206.33333333334,13.768305,60167153.333333336,0.0,0.0,32466.072671,50.66153666666667,96878.94549366667,0.0,0.401075,0.0,0.900821,209.15587766666667,102205.71816300001,35752011374.666664,334823.3333333333,54262887335.666664,53540923.333333336,375.6666666666667,1798428430.6666667,0.0
ycsb_b,YCSB-B,P-WAL,96,96.0,0.0,96.0,1.0,97.0,193.0,592473.3333333334,262144.0,262144.0,262144.0,65171.333333333336,65618.66666666667,0.0002,0.5988012500215921,0.0,277737125.6666667,240340.33333333334,240340.33333333334,12.606413333333334,55547425.13333333,0.0,0.0,41918.27335833333,49.45345433333333,103372.60860233333,0.0,0.401211,0.0,0.9010823333333334,218.45203333333333,124426.57706,48102467559.0,443972.3333333333,56848525673.333336,48022574.333333336,347.0,1593088935.3333333,0.0
ycsb_b,YCSB-B,Single WAL,1,1.0,0.0,1.0,1.0,2.0,3.0,113995.60000000002,256.0,256.0,256.0,9.333333333333334,61.333333333333336,0.0,0.5988099585925203,0.0,50979972.666666664,28469.333333333332,28469.333333333332,20.040803999999998,10195994.533333333,0.0,0.0,82.24440066666666,42.036521666666665,82.124059,0.0,0.4011906666666667,0.0,0.9009726666666666,47.82203166666667,4659.063654333334,1858327890.3333333,28498.666666666668,1123074562.0,4914874379.0,45434.333333333336,200643196.66666666,0.0
ycsb_b,YCSB-B,Single WAL,12,1.0,0.0,1.0,1.0,2.0,14.0,569403.5333333333,512.0,512.0,512.0,83.0,487.6666666666667,0.0,0.5987050722431365,0.0,259305537.66666666,16935.0,16935.0,168.17117266666665,51861107.53333334,0.0,0.0,941.7545453333332,49.363325333333336,163.73673366666668,0.0,0.4012963333333333,0.0,0.9014543333333332,110.08560499999999,765.5855756666666,956113616.0,16964.666666666668,2599317338.6666665,4658194793.333333,34866.666666666664,441274740.3333333,0.0
ycsb_b,YCSB-B,Single WAL,24,1.0,0.0,1.0,1.0,2.0,26.0,621740.6,1024.0,512.0,1024.0,108.66666666666667,1061.6666666666667,6.666666666666667e-05,0.598571076397397,0.0,284544386.6666667,13399.333333333334,13399.333333333334,232.36880233333332,56908877.333333336,0.0,0.0,1905.6780310000001,61.844095,238.4862763333333,0.0,0.4014316666666667,0.0,0.9016033333333334,132.08290066666666,609.240236,749039682.0,13424.666666666666,3006624931.0,4545529314.0,34793.333333333336,562319512.3333334,0.0
ycsb_b,YCSB-B,Single WAL,36,1.0,0.0,1.0,1.0,2.0,38.0,655518.4666666667,262144.0,262144.0,262144.0,31170.666666666668,60597.666666666664,0.0001,0.5992184056953881,0.0,303041260.6666667,6426.333333333333,6426.333333333333,535.555905,60608252.13333333,0.0,0.0,4883.2366403333335,62.916821,55626.674118,0.0,0.4007853333333333,0.0,0.9004470000000001,130.98061433333336,391.8156633333333,119885731.66666667,6427.333333333333,3981520783.3333335,4573647842.666667,32771.666666666664,664112427.6666666,0.0
