FLAGS_clocks_per_us,FLAGS_extime,FLAGS_gc_inter_us,FLAGS_max_ope,FLAGS_pre_reserve_tmt_element,FLAGS_pre_reserve_version,FLAGS_rmw,FLAGS_rratio,FLAGS_thread_num,FLAGS_ycsb,FLAGS_ycsb_max_ope,FLAGS_ycsb_rmw,FLAGS_ycsb_rratio,FLAGS_ycsb_tuple_num,FLAGS_ycsb_zipf_skew,FLAGS_zipf_skew,abort_counts_,abort_rate,ack_latency_max_us,ack_latency_p50_us,ack_latency_p90_us,ack_latency_p95_us,ack_latency_p999_us,ack_latency_p99_us,ack_process_ns_per_tx,actual_extime,avg_batch_size,avg_ready_queue_len,avg_waitlist_len,background_threads,batch_abort_counts_,batch_abort_rate,batch_commit_counts_,bytes_flushed_per_sec,commit_counts_,commits_per_fdatasync,committer_event_ns_per_tx,committer_num,committer_threads,cpu_list,cpu_policy,dep_wait_conditions_per_tx,derived_acked_commits,derived_logical_commits,durable_ack_tps,exit_code,fdatasync_ns_per_tx,fdatasync_per_sec,flush_us,frontier_alloc_count_per_tx,frontier_bytes_per_tx,frontier_collect_ns_per_tx,frontier_entries_per_tx,frontier_merge_ns_per_tx,frontier_nonzero_entries_per_tx,frontier_publish_ns_per_tx,frontier_shared_ptr_count_per_tx,global_atomic_per_tx,group_size,logger_num,logger_threads,logical_minus_acked,logical_tps,lsn_alloc_ns_per_tx,max_pending,max_ready_queue_len,max_waitlist_len,maxrss,mode,numactl_interleave,payload_build_ns_per_tx,pending_commits,queue_wait_us_per_acked_tx,read_frontier_updates_per_tx,ready_queue_push_ns_per_tx,remote_read_prob,remote_read_prob_ppm,repeat,seconds,skip_fdatasync,stderr_log,stdout_log,straggler_logger,straggler_sleep_us,thread_num,total_threads,tx_breakdown_abort_cleanup_ns,tx_breakdown_commit_cleanup_ns,tx_breakdown_delete_ns,tx_breakdown_insert_ns,tx_breakdown_maintenance_ns,tx_breakdown_node_validation_ns,tx_breakdown_read_ns,tx_breakdown_ssn_exclusion_ns,tx_breakdown_ssn_finalize_eta_ns,tx_breakdown_ssn_finalize_pi_ns,tx_breakdown_total_accounted_ns,tx_breakdown_update_ns,tx_breakdown_version_install_ns,tx_breakdown_wal_log_ns,version_install_ns_per_tx,waiting_conditions_per_tx,waitlist_pops_per_tx,waitlist_registration_ns_per_tx,waitlist_registrations_per_tx,wal_enqueue_ns_per_tx,wal_stats_ack_latency_max_us,wal_stats_ack_latency_p50_us,wal_stats_ack_latency_p90_us,wal_stats_ack_latency_p95_us,wal_stats_ack_latency_p999_us,wal_stats_ack_latency_p99_us,wal_stats_ack_latency_samples,wal_stats_ack_process_ns,wal_stats_acked_commits,wal_stats_async_acked_commits,wal_stats_avg_accounted_ns_per_commit,wal_stats_avg_batch_size,wal_stats_avg_ready_queue_len,wal_stats_avg_waitlist_len,wal_stats_bytes,wal_stats_commits,wal_stats_committer_event_ns,wal_stats_committer_num,wal_stats_committer_queue_wait_ns,wal_stats_dep_frontier_bytes,wal_stats_dep_frontier_entries,wal_stats_dep_frontier_nonzero_entries,wal_stats_dep_wait_conditions,wal_stats_durable_global_lsn,wal_stats_durable_mode,wal_stats_fdatasync_count,wal_stats_fdatasync_ns,wal_stats_flushed_commits,wal_stats_flusher_batches,wal_stats_frontier_alloc_count,wal_stats_frontier_collect_ns,wal_stats_frontier_merge_ns,wal_stats_frontier_publish_ns,wal_stats_frontier_shared_ptr_count,wal_stats_global_atomic_count,wal_stats_logger_num,wal_stats_logical_commits,wal_stats_logical_minus_acked,wal_stats_lsn_alloc_ns,wal_stats_max_pending_commits,wal_stats_max_ready_queue_len,wal_stats_max_waitlist_len,wal_stats_measured_ack_latency_max_us,wal_stats_measured_ack_latency_p50_us,wal_stats_measured_ack_latency_p90_us,wal_stats_measured_ack_latency_p95_us,wal_stats_measured_ack_latency_p999_us,wal_stats_measured_ack_latency_p99_us,wal_stats_measured_acked_commits,wal_stats_measured_durable_global_lsn,wal_stats_measured_logical_commits,wal_stats_measured_logical_minus_acked,wal_stats_measurement_pending_commits,wal_stats_measurement_stop_recorded,wal_stats_mutex_wait_ns,wal_stats_notify_wait_ns,wal_stats_payload_build_ns,wal_stats_read_frontier_updates,wal_stats_ready_queue_push_ns,wal_stats_shutdown_drain_acked_commits,wal_stats_total_accounted_ns,wal_stats_version_install_ns,wal_stats_waitlist_pops,wal_stats_waitlist_registration_ns,wal_stats_waitlist_registrations,wal_stats_wal_enqueue_ns,wal_stats_worker_stall_ns,wal_stats_write_frontier_updates,wal_stats_write_ns,worker_stall_ns_per_tx,worker_threads,workload_kind,workload_mode,write_frontier_updates_per_tx,write_ns_per_tx,ycsb_max_ope,ycsb_rratio
2100,5,10,10,100,10000,0,50,8,1,10,0,95,100000,0,0,17,0.0000,375604,262144,262144,262144,262144,262144,159.918968,4,3,0,62251,9,0,-nan,0,28617933.250000,1019636,3.965264,580.104161,1,1,,,0.000000,954089,1019628,238522.250000,0,30461.786750,64285.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.499958,4,8,8,65539,254907.000000,189.836497,65536,3,65543,398460 kB,ermia_async_global_lsn_prefix,0,1619.873825,65539,346809.166801,0.000000,140.844728,0.000000,0,0,5,0,/home/sa2shun/tx-playground/ccbench/results/ermia_ycsbb_three_modes_20260607_163107/logs/ycsb_b_ermia_async_global_lsn_prefix_th8_remote0_r0_log8_com1_pend65536.err,/home/sa2shun/tx-playground/ccbench/results/ermia_ycsbb_three_modes_20260607_163107/logs/ycsb_b_ermia_async_global_lsn_prefix_th8_remote0_r0_log8_com1_pend65536.out,-1,0,8,8,11091688,142932723,0,0,137499869,121330108,5521030421,99766843,138701863,295485022,37631965410,559430137,434693657,30170003079,100.137363,0.000000,1.000008,9229.487170,1.000008,121.552973,375604,262144,262144,262144,262144,262144,1019636,163057857,1019636,1019636,324599710,3,0,62251,114471733,1019636,591490445,1,330886811143782,0,0,0,0,1529399,async_global_lsn_prefix,257140,31059690700,1019636,257140,0,0,0,0,0,1529399,8,1019636,0,193562608,65543,3,65543,375604,262144,262144,262144,262144,262144,954089,1431078,1019628,65539,65539,1,0,17060676457,1651668708,0,143609228,65547,330973550131432,102102859,1019636,9410643544,1019636,123938815,17060676457,0,9177869972,16732.255741,8,ycsb,ycsb_b,0.000000,9001.194526,10,95
2100,5,10,10,100,10000,0,50,8,1,10,0,95,100000,0,0,15,0.0000,1736,256,256,256,512,512,166.743157,4,7,0,75,9,0,-nan,0,33995099.750000,1184592,7.643286,582.649317,1,1,,,1.005898,1184499,1184587,296124.750000,0,17711.468893,38746.000000,100,10.499634,64.000270,2740.362716,8.000034,1064.679137,7.822813,12163.737848,10.499634,0.000000,8,8,8,88,296146.750000,0.000000,65536,1,177,498952 kB,ermia_async_dep_frontier_cstamp,0,1429.670619,88,320.591369,9.499502,78.761106,0.000000,0,0,5,0,/home/sa2shun/tx-playground/ccbench/results/ermia_ycsbb_three_modes_20260607_163107/logs/ycsb_b_ermia_async_dep_frontier_cstamp_th8_remote0_r0_log8_com1_pend65536.err,/home/sa2shun/tx-playground/ccbench/results/ermia_ycsbb_three_modes_20260607_163107/logs/ycsb_b_ermia_async_dep_frontier_cstamp_th8_remote0_r0_log8_com1_pend65536.out,-1,0,8,8,7247279,142124208,0,0,150836503,119674202,13282399721,69006798,107977067,280773906,37745702632,1374227746,457609875,21753825327,80.125028,1.005898,1.005898,2359.922495,1.005898,247.548279,1736,256,256,256,512,512,1184592,197521776,1184592,1184592,364338,7,0,75,135980399,1184592,690198807,1,379740155415,75813888,9476736,9266803,1191574,0,async_dep_frontier_cstamp,154984,20980775801,1184592,154984,12437730,3246198049,1261205065,14409005726,12437730,0,8,1184592,0,0,176,1,177,1736,256,256,256,512,512,1184499,0,1184587,88,88,1,0,0,1693569230,11252987,93299382,93,431592623672,94915067,1191574,2795533508,1191574,293242473,0,592378,6097003373,0.000000,8,ycsb,ycsb_b,0.500071,5146.944355,10,95
2100,5,10,10,100,10000,0,50,16,1,10,0,95,100000,0,0,8,0.0000,3638,256,256,256,512,256,0.000000,4,1,0,0,9,0,-nan,0,7503101.250000,269514,1.885828,256.502523,1,1,,,0.000000,269498,269498,67374.500000,0,51605.745657,35726.750000,100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.498931,8,8,8,0,67374.500000,478.290162,65536,1,0,261408 kB,ermia_pwal_group_global_prefix,0,2632.478645,0,0.000000,0.000000,305.283453,0.000000,0,0,5,0,/home/sa2shun/tx-playground/ccbench/results/ermia_ycsbb_three_modes_20260607_163107/logs/ycsb_b_ermia_pwal_group_global_prefix_th16_remote0_r0_log8_com1_pend65536.err,/home/sa2shun/tx-playground/ccbench/results/ermia_ycsbb_three_modes_20260607_163107/logs/ycsb_b_ermia_pwal_group_global_prefix_th16_remote0_r0_log8_com1_pend65536.out,-1,0,16,16,3736831,72108924,0,0,52115241,40577684,1601811400,44481254,83262961,113540427,78809053167,175296949,143822833,76478298663,141.494842,0.000000,0.000000,0.000000,0.000000,350.643834,3638,256,256,256,512,256,269514,0,269514,0,342934,1,0,0,30012405,269514,69126917,1,0,0,0,0,0,403959,group_global_prefix,142907,13907645243,269514,142907,0,0,0,0,0,403959,8,269514,0,128898242,0,1,0,3638,256,256,256,512,256,269498,403936,269498,0,0,1,0,74816511783,709447730,0,82273280,16,92425724647,38132577,0,0,0,94497812,0,0,2579191063,0.000000,16,ycsb,ycsb_b,0.000000,9570.353261,10,95
2100,5,10,10,100,10000,0,50,16,1,10,0,95,100000,0,0,33,0.0000,384381,262144,262144,262144,262144,262144,257.083914,4,3,0,61959,9,0,-nan,0,26669305.500000,946032,3.998736,1204.389335,1,1,,,0.000000,880482,946017,220120.500000,0,31093.887821,59144.750000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.500496,4,8,8,65535,236504.250000,315.073882,65536,6,65551,357868 kB,ermia_async_global_lsn_prefix,0,2141.606479,65537,373781.612801,0.000000,187.675386,0.000000,0,0,5,0,/home/sa2shun/tx-playground/ccbench/results/ermia_ycsbb_three_modes_20260607_163107/logs/ycsb_b_ermia_async_global_lsn_prefix_th16_remote0_r0_log8_com1_pend65536.err,/home/sa2shun/tx-playground/ccbench/results/ermia_ycsbb_three_modes_20260607_163107/logs/ycsb_b_ermia_async_global_lsn_prefix_th16_remote0_r0_log8_com1_pend65536.out,-1,0,16,16,9458556,164290454,0,0,156214787,142638863,5705699560,131876344,208129621,367996596,76973769181,625661987,483593401,68978209012,139.347615,0.000000,1.000016,22172.957843,1.000016,254.416286,384381,262144,262144,262144,262144,262144,946032,243205753,946032,946032,348039696,3,0,61959,106677222,946032,1139372786,1,329107982002266,0,0,0,0,1419495,async_global_lsn_prefix,236579,29415346475,946032,236579,0,0,0,0,0,1419495,8,946032,0,298065249,65551,6,65551,384381,262144,262144,262144,262144,262144,880482,1320985,946017,65535,65537,1,0,41727324590,2025996136,0,177544106,65550,329256690449758,131825213,946032,20975995060,946032,240682132,41727324590,0,10605765402,44108.429965,16,ycsb,ycsb_b,0.000000,11210.967035,10,95
2100,5,10,10,100,10000,0,50,16,1,10,0,95,100000,0,0,31,0.0000,1088,256,256,256,512,512,235.692441,4,7,0,65,9,0,-nan,0,29087552.000000,1013373,7.036252,1233.985650,1,1,,,1.004499,1013293,1013368,253323.250000,0,18019.628438,36005.250000,100,10.500221,64.000316,11486.221596,8.000039,1239.130147,7.791180,36193.817677,10.500221,0.000000,8,8,8,75,253342.000000,0.000000,65536,2,127,424080 kB,ermia_async_dep_frontier_cstamp,0,2193.526835,75,330.231599,9.499885,130.649563,0.000000,0,0,5,0,/home/sa2shun/tx-playground/ccbench/results/ermia_ycsbb_three_modes_20260607_163107/logs/ycsb_b_ermia_async_dep_frontier_cstamp_th16_remote0_r0_log8_com1_pend65536.err,/home/sa2shun/tx-playground/ccbench/results/ermia_ycsbb_three_modes_20260607_163107/logs/ycsb_b_ermia_async_dep_frontier_cstamp_th16_remote0_r0_log8_com1_pend65536.out,-1,0,16,16,14247555,190198042,0,0,176595330,155845321,21281394784,86167094,169353537,386600563,76980831616,2427966392,533354058,51559108940,134.234153,1.004499,1.004499,8055.753293,1.004499,483.493733,1088,256,256,256,512,512,1013373,238843178,1013373,1013373,414811,7,0,65,116350208,1013373,1250481570,1,334621367889,64855872,8106984,7895333,1017927,0,async_dep_frontier_cstamp,144021,18260514831,1013373,144021,10640588,11639769406,1255694839,36677656632,10640588,0,8,1013373,0,0,127,2,127,1088,256,256,256,512,512,1013293,0,1013368,75,75,1,0,0,2222849902,9626879,132396086,80,420359142122,136028595,1017927,8163442603,1017927,489957077,0,506334,5270139514,0.000000,16,ycsb,ycsb_b,0.499655,5200.617657,10,95
2100,5,10,10,100,10000,0,50,32,1,10,0,95,100000,0,0,33,0.0001,1688,256,256,256,512,512,0.000000,4,3,0,0,9,0,-nan,0,12366235.500000,440070,3.127869,155.415321,1,1,,,0.000000,440038,440038,110009.500000,0,31922.840050,35170.750000,100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.500095,8,8,8,0,110009.500000,690.912208,65536,1,0,296112 kB,ermia_pwal_group_global_prefix,0,2994.887019,0,0.000000,0.000000,176.922857,0.000000,0,0,5,0,/home/sa2shun/tx-playground/ccbench/results/ermia_ycsbb_three_modes_20260607_163107/logs/ycsb_b_ermia_pwal_group_global_prefix_th32_remote0_r0_log8_com1_pend65536.err,/home/sa2shun/tx-playground/ccbench/results/ermia_ycsbb_three_modes_20260607_163107/logs/ycsb_b_ermia_pwal_group_global_prefix_th32_remote0_r0_log8_com1_pend65536.out,-1,0,32,32,15530155,162192752,0,0,109405018,66776537,2804853901,137091071,289036075,273049940,156617362275,306648349,281456949,152171321528,153.549921,0.000000,0.000000,0.000000,0.000000,459.929317,1688,256,256,256,512,512,440070,0,440070,0,383233,3,0,0,49464942,440070,68388647,1,0,0,0,0,0,660099,group_global_prefix,140683,14047262690,440070,140683,0,0,0,0,0,660099,8,440070,0,304027626,0,1,0,1688,256,256,256,512,512,440038,660050,440038,0,0,1,0,149162999069,1317864094,0,77852780,32,168649603183,67567800,0,0,0,202386377,0,0,3401254100,0.000000,32,ycsb,ycsb_b,0.000000,7729.455411,10,95
2100,5,10,10,100,10000,0,50,32,1,10,0,95,100000,0,0,65,0.0001,388379,262144,262144,262144,262144,262144,369.899152,4,3,4,63311,9,0,-nan,0,26986297.000000,953073,3.999601,1924.779962,1,1,,,0.000000,887486,953041,221871.500000,0,31594.427918,59571.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.500476,4,8,8,65555,238260.250000,534.385891,65536,667,65567,362836 kB,ermia_async_global_lsn_prefix,0,2909.097061,65555,377072.802632,0.000000,141.439485,0.000000,0,0,5,0,/home/sa2shun/tx-playground/ccbench/results/ermia_ycsbb_three_modes_20260607_163107/logs/ycsb_b_ermia_async_global_lsn_prefix_th32_remote0_r0_log8_com1_pend65536.err,/home/sa2shun/tx-playground/ccbench/results/ermia_ycsbb_three_modes_20260607_163107/logs/ycsb_b_ermia_async_global_lsn_prefix_th32_remote0_r0_log8_com1_pend65536.out,-1,0,32,32,16117662,180489895,0,0,188866321,157304460,5908375547,208283275,375587325,473261300,156044624146,648903011,508559228,147378876122,141.248358,0.000000,1.000034,35941.962007,1.000034,288.629351,388379,262144,262144,262144,262144,262144,953073,352529058,953073,953073,351423388,3,4,63311,107945188,953073,1834394220,1,334646833316725,0,0,0,0,1430015,async_global_lsn_prefix,238284,30110785177,953073,238284,0,0,0,0,0,1430015,8,953073,0,509291664,65567,667,65567,388379,262144,262144,262144,262144,262144,887486,1331576,953041,65555,65555,1,0,101932148874,2772488772,0,134797628,65587,334932142848585,134615476,953073,34254163413,953073,275075605,101932148874,0,11067093099,106954.631410,32,ycsb,ycsb_b,0.000000,11612.399780,10,95
2100,5,10,10,100,10000,0,50,32,1,10,0,95,100000,0,0,45,0.0001,1693,256,256,512,512,512,247.393183,4,6,0,57,9,0,-nan,0,25193152.750000,874295,6.275954,1369.469290,1,1,,,1.002964,874233,874278,218558.250000,0,19837.833416,34826.500000,100,10.499915,64.001244,49438.880802,8.000156,1254.742528,7.758817,99392.145984,10.499915,0.000000,8,8,8,45,218569.500000,0.000000,65536,3,260,430716 kB,ermia_async_dep_frontier_cstamp,0,2501.368450,46,334.099404,9.499291,140.885573,0.000000,0,0,5,0,/home/sa2shun/tx-playground/ccbench/results/ermia_ycsbb_three_modes_20260607_163107/logs/ycsb_b_ermia_async_dep_frontier_cstamp_th32_remote0_r0_log8_com1_pend65536.err,/home/sa2shun/tx-playground/ccbench/results/ermia_ycsbb_three_modes_20260607_163107/logs/ycsb_b_ermia_async_dep_frontier_cstamp_th32_remote0_r0_log8_com1_pend65536.out,-1,0,32,32,25803693,171352027,0,0,183084697,134280721,49343956305,79013857,202982843,411129737,157249026118,5336882017,496869517,100863670704,137.217490,1.002964,1.002964,8944.085191,1.002964,509.815045,1693,256,256,512,512,512,874295,216290417,874295,874295,523533,6,0,57,100772611,874295,1197296872,1,292080724378,55954880,6994360,6783363,876869,0,async_dep_frontier_cstamp,139306,17343781323,874295,139306,9179845,43223325830,1096993788,86896366607,9179845,0,8,874295,0,0,256,3,260,1693,256,256,512,512,512,874233,0,874278,45,46,1,0,0,2186891406,8305021,123173157,62,457722343687,119966233,876869,7819616913,876869,445720078,0,437432,4972196685,0.000000,32,ycsb,ycsb_b,0.500335,5687.203252,10,95
2100,5,10,10,100,10000,0,50,1,1,10,0,95,100000,0,0,0,0.0000,866,128,128,128,256,256,0.000000,4,1,0,0,9,0,-nan,0,541852.750000,20127,0.999950,218.848703,1,1,,,0.000000,20126,20126,5031.500000,0,84919.504372,5031.750000,100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.500547,8,8,8,0,5031.500000,144.371907,65536,1,0,218892 kB,ermia_pwal_group_global_prefix,0,1256.188463,0,0.000000,0.000000,373.481914,0.000000,0,1,5,0,/home/sa2shun/tx-playground/ccbench/results/ermia_ycsbb_three_modes_20260607_163107/logs/ycsb_b_ermia_pwal_group_global_prefix_th1_remote0_r1_log8_com1_pend65536.err,/home/sa2shun/tx-playground/ccbench/results/ermia_ycsbb_three_modes_20260607_163107/logs/ycsb_b_ermia_pwal_group_global_prefix_th1_remote0_r1_log8_com1_pend65536.out,-1,0,1,1,0,1105301,0,0,1497765,598393,119993528,608083,621064,1478457,4975679248,9624668,6672536,4833479453,100.535476,0.000000,0.000000,0.000000,0.000000,269.502087,866,128,128,128,256,256,20127,0,20127,0,328998,1,0,0,2167411,20127,4404549,1,0,0,0,0,0,30200,group_global_prefix,20127,1709089945,20127,20127,0,0,0,0,0,30200,8,20127,0,2905629,0,1,0,866,128,128,128,256,256,20126,30199,20126,0,0,1,0,4753951114,25282049,0,7516697,1,6621754084,2023377,0,0,0,5423999,0,0,111156725,0.000000,1,ycsb,ycsb_b,0.000000,5523.041091,10,95
2100,5,10,10,100,10000,0,50,1,1,10,0,95,100000,0,0,0,0.0000,1696475,1048576,1048576,1048576,1048576,1048576,134.097822,4,3,0,52800,9,0,-nan,0,7233275.000000,260362,3.999892,355.206498,1,1,,,0.000000,194825,260361,48706.250000,0,22205.267943,16273.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.501296,4,8,8,65536,65090.250000,74.670811,65536,2,65536,258324 kB,ermia_async_global_lsn_prefix,0,999.322710,65536,1812377.565359,0.000000,91.654614,0.000000,0,1,5,0,/home/sa2shun/tx-playground/ccbench/results/ermia_ycsbb_three_modes_20260607_163107/logs/ycsb_b_ermia_async_global_lsn_prefix_th1_remote0_r1_log8_com1_pend65536.err,/home/sa2shun/tx-playground/ccbench/results/ermia_ycsbb_three_modes_20260607_163107/logs/ycsb_b_ermia_async_global_lsn_prefix_th1_remote0_r1_log8_com1_pend65536.out,-1,0,1,1,0,10066508,0,0,19533844,8108074,1289801311,7781437,8029905,19428816,4748127233,113108895,71052622,3201215821,52.230288,0.000000,1.000004,194.852420,1.000004,101.442543,1696475,1048576,1048576,1048576,1048576,1048576,260362,34913843,260362,260362,1356222771,3,0,52800,28933100,260362,92481919,1,353096459171005,0,0,0,0,390879,async_global_lsn_prefix,65092,5781385767,260362,65092,0,0,0,0,0,390879,8,260362,0,19441367,65536,2,65536,1696475,1048576,1048576,1048576,1048576,1048576,194825,292444,260361,65536,65536,1,0,2713883562,260184660,0,23863287,65537,353108873200450,13598730,260362,50731971,260362,26411682,2713883562,0,683249095,10423.541014,1,ycsb,ycsb_b,0.000000,2624.237482,10,95
2100,5,10,10,100,10000,0,50,1,1,10,0,95,100000,0,0,0,0.0000,750,128,128,256,256,256,116.801678,4,7,0,11,9,0,-nan,0,8344874.750000,293801,7.997822,403.684452,1,1,,,1.000003,293791,293800,73447.750000,0,11549.069942,9183.750000,100,10.501154,64.000218,894.913744,8.000027,454.642992,0.950609,5043.922063,10.501154,0.000000,8,8,8,9,73450.000000,0.000000,65536,1,46,256188 kB,ermia_async_dep_frontier_cstamp,0,878.894282,9,193.426667,9.501150,54.032015,0.000000,0,1,5,0,/home/sa2shun/tx-playground/ccbench/results/ermia_ycsbb_three_modes_20260607_163107/logs/ycsb_b_ermia_async_dep_frontier_cstamp_th1_remote0_r1_log8_com1_pend65536.err,/home/sa2shun/tx-playground/ccbench/results/ermia_ycsbb_three_modes_20260607_163107/logs/ycsb_b_ermia_async_dep_frontier_cstamp_th1_remote0_r1_log8_com1_pend65536.out,-1,0,1,1,0,12264950,0,0,22629139,8806066,2177085862,9064090,9126357,21438683,4711323745,209792971,81574284,2159541343,60.048645,1.000003,1.000003,267.627233,1.000003,146.935865,750,128,128,256,256,256,293801,34316333,293801,293801,215436,7,0,11,33379499,293801,118602492,1,56827014061,18803264,2350408,279289,293801,0,async_dep_frontier_cstamp,36735,3393116749,293801,36735,3085239,262925658,133574111,1481904302,3085239,0,8,293801,0,0,46,1,46,750,128,128,256,256,256,293791,0,293800,9,9,1,0,0,258219140,2791438,15874606,10,63295387248,17642292,293801,78628881,293801,43169757,0,146421,630398866,0.000000,1,ycsb,ycsb_b,0.498370,2145.673472,10,95
2100,5,10,10,100,10000,0,50,2,1,10,0,95,100000,0,0,2,0.0001,1332,128,128,256,256,256,0.000000,4,1,0,0,9,0,-nan,0,1064148.000000,39504,0.999949,253.855602,1,1,,,0.000000,39502,39502,9875.500000,0,87719.569541,9876.000000,100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.496380,8,8,8,0,9875.500000,191.058984,65536,1,0,221536 kB,ermia_pwal_group_global_prefix,0,1415.123411,0,0.000000,0.000000,410.518126,0.000000,0,1,5,0,/home/sa2shun/tx-playground/ccbench/results/ermia_ycsbb_three_modes_20260607_163107/logs/ycsb_b_ermia_pwal_group_global_prefix_th2_remote0_r1_log8_com1_pend65536.err,/home/sa2shun/tx-playground/ccbench/results/ermia_ycsbb_three_modes_20260607_163107/logs/ycsb_b_ermia_pwal_group_global_prefix_th2_remote0_r1_log8_com1_pend65536.out,-1,0,2,2,934336,4776570,0,0,5843897,1673371,216834819,1254504,1786758,5757426,9947208450,18114896,13543349,9676688524,84.461521,0.000000,0.000000,0.000000,0.000000,270.480457,1332,128,128,256,256,256,39504,0,39504,0,338254,1,0,0,4256592,39504,10027804,1,0,0,0,0,0,59110,group_global_prefix,39504,3465098436,39504,39504,0,0,0,0,0,59110,8,39504,0,7547212,0,1,0,1332,128,128,256,256,256,39502,59105,39502,0,0,1,0,9508340361,55900205,0,16216287,2,13362407962,3336399,0,0,0,10684519,0,0,285256739,0.000000,2,ycsb,ycsb_b,0.000000,7221.323958,10,95
2100,5,10,10,100,10000,0,50,2,1,10,0,95,100000,0,0,0,0.0000,994060,524288,524288,524288,524288,524288,154.826399,4,3,0,57248,9,0,-nan,0,11265886.000000,404879,3.999891,524.563853,1,1,,,0.000000,339347,404877,84836.750000,0,23534.659376,25305.500000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.499922,4,8,8,65530,101219.250000,104.864109,65536,4,65537,270404 kB,ermia_async_global_lsn_prefix,0,1221.017677,65531,1002855.490564,0.000000,96.760952,0.000000,0,1,5,0,/home/sa2shun/tx-playground/ccbench/results/ermia_ycsbb_three_modes_20260607_163107/logs/ycsb_b_ermia_async_global_lsn_prefix_th2_remote0_r1_log8_com1_pend65536.err,/home/sa2shun/tx-playground/ccbench/results/ermia_ycsbb_three_modes_20260607_163107/logs/ycsb_b_ermia_async_global_lsn_prefix_th2_remote0_r1_log8_com1_pend65536.out,-1,0,2,2,0,29813625,0,0,45708568,40175325,1969361428,14463856,23395943,80840829,9355618155,179738472,128390811,6843729298,51.505746,0.000000,1.000005,1138.754866,1.000005,107.371342,994060,524288,524288,524288,524288,524288,404879,62685648,404879,404879,840596364,3,0,57248,45063544,404879,212383839,1,340316002156254,0,0,0,0,607284,async_global_lsn_prefix,101222,9528642284,404879,101222,0,0,0,0,0,607284,8,404879,0,42457066,65537,4,65537,994060,524288,524288,524288,524288,524288,339347,509056,404877,65530,65531,1,0,5466318116,494361974,0,39176284,65532,340339815353680,20853492,404879,461055654,404879,43472187,5466318116,0,1975472766,13501.182127,2,ycsb,ycsb_b,0.000000,4879.192362,10,95
2100,5,10,10,100,10000,0,50,2,1,10,0,95,100000,0,0,0,0.0000,882,128,256,256,256,256,134.243468,4,7,0,20,9,0,-nan,0,12728679.000000,446984,7.995260,451.084522,1,1,,,1.000886,446961,446983,111740.250000,0,12696.373175,13976.500000,100,10.501113,64.000143,1367.627391,8.000018,617.425971,1.921312,7326.540027,10.501113,0.000000,8,8,8,22,111745.750000,0.000000,65536,1,53,268992 kB,ermia_async_dep_frontier_cstamp,0,1015.476157,22,223.566145,9.501091,53.674936,0.000000,0,1,5,0,/home/sa2shun/tx-playground/ccbench/results/ermia_ycsbb_three_modes_20260607_163107/logs/ycsb_b_ermia_async_dep_frontier_cstamp_th2_remote0_r1_log8_com1_pend65536.err,/home/sa2shun/tx-playground/ccbench/results/ermia_ycsbb_three_modes_20260607_163107/logs/ycsb_b_ermia_async_dep_frontier_cstamp_th2_remote0_r1_log8_com1_pend65536.out,-1,0,2,2,0,36592623,0,0,59975020,35033097,3760790977,15187213,18881195,78972424,9348964640,395717452,148706656,4799107983,56.198323,1.000886,1.000886,542.642781,1.000886,203.396216,882,128,256,256,256,256,446984,60004548,446984,446984,250680,7,0,20,50914716,446984,201627113,1,99925347947,28606976,3575872,858794,447379,0,async_dep_frontier_cstamp,55906,5675062971,446984,55906,4693819,611306194,275978913,3274838841,4693819,0,8,446984,0,0,53,1,53,882,128,256,256,256,256,446961,0,446983,22,22,1,0,0,453900579,4246826,23991784,23,112050127720,25119695,447379,242552098,447379,90914651,0,222854,1189482386,0.000000,2,ycsb,ycsb_b,0.498574,2661.135627,10,95
