TX hierarchical breakdown
date: 2026-05-28T11:31:59+09:00
experiments: normal_ycsb abort0_ycsb
protos: ermia_wal ermia_pwal
threads: 1 2 4 8 16 32
seconds: 5
percent denominator: actual_extime * thread_num * 1e9
===== SUMMARY_CSV =====
experiment,mode,thread_num,seconds,actual_extime,denom_thread_ns,exit_code,throughput_tps,abort_rate,commit_counts,stdout_log,stderr_log,read_ns,read_ns_pct,update_ns,update_ns_pct,insert_ns,insert_ns_pct,delete_ns,delete_ns_pct,abort_cleanup_ns,abort_cleanup_ns_pct,maintenance_ns,maintenance_ns_pct,ssn_finalize_pi_ns,ssn_finalize_pi_ns_pct,ssn_finalize_eta_ns,ssn_finalize_eta_ns_pct,ssn_exclusion_ns,ssn_exclusion_ns_pct,node_validation_ns,node_validation_ns_pct,wal_log_ns,wal_log_ns_pct,version_install_ns,version_install_ns_pct,commit_cleanup_ns,commit_cleanup_ns_pct,total_accounted_ns,total_accounted_ns_pct,wal_payload_build_ns,wal_payload_build_ns_pct,wal_mutex_wait_ns,wal_mutex_wait_ns_pct,wal_write_ns,wal_write_ns_pct,wal_fdatasync_ns,wal_fdatasync_ns_pct,wal_notify_wait_ns,wal_notify_wait_ns_pct,group_ermia_other_ns,group_ssn_ns,group_wal_ns,group_unaccounted_ns,group_ermia_other_ns_pct,group_ssn_ns_pct,group_wal_ns_pct,group_unaccounted_ns_pct
normal_ycsb,ermia_wal,32,5,5.0,160000000000,0,3181,0.0014,15908,/home/sasaki/tx-playground/ccbench/results/tx_breakdown_logs_20260528_112958/normal_ycsb_ermia_wal_32.out,/home/sasaki/tx-playground/ccbench/results/tx_breakdown_logs_20260528_112958/normal_ycsb_ermia_wal_32.err,136067982,0.0850,10591521461,6.6197,0,0.0000,0,0.0000,11573398,0.0072,31449475,0.0197,9120464194,5.7003,9749009151,6.0931,1032517,0.0006,1227383,0.0008,130487357206,81.5546,47245030,0.0295,7173752,0.0045,160184121549,100.1151,230497481,0.1441,125964438450,78.7278,504142730,0.3151,3674938864,2.2968,0,0.0000,10826258481,18870505862,130487357206,0,6.7664,11.7941,81.5546,0.0000
normal_ycsb,ermia_pwal,32,5,5.0,160000000000,0,42070,0.0089,210352,/home/sasaki/tx-playground/ccbench/results/tx_breakdown_logs_20260528_112958/normal_ycsb_ermia_pwal_32.out,/home/sasaki/tx-playground/ccbench/results/tx_breakdown_logs_20260528_112958/normal_ycsb_ermia_pwal_32.err,1430628986,0.8941,2489449753,1.5559,0,0.0000,0,0.0000,715599843,0.4472,312465853,0.1953,654757796,0.4092,776084355,0.4851,129975060,0.0812,77294109,0.0483,149364245235,93.3527,735813191,0.4599,241431573,0.1509,156927745754,98.0798,3150898707,1.9693,81533884,0.0510,5146499992,3.2166,88694621279,55.4341,32904627877,20.5654,6002683308,1560817211,149364245235,3072254246,3.7517,0.9755,93.3527,1.9202
abort0_ycsb,ermia_wal,1,5,5.0,5000000000,0,9148,0.0000,45744,/home/sasaki/tx-playground/ccbench/results/tx_breakdown_logs_20260528_112958/abort0_ycsb_ermia_wal_1.out,/home/sasaki/tx-playground/ccbench/results/tx_breakdown_logs_20260528_112958/abort0_ycsb_ermia_wal_1.err,186338582,3.7268,212196928,4.2439,0,0.0000,0,0.0000,0,0.0000,12362357,0.2472,5633130,0.1127,2539671,0.0508,1585899,0.0317,1608311,0.0322,4432501523,88.6500,27701215,0.5540,3730174,0.0746,4886197790,97.7240,195148870,3.9030,2058193,0.0412,605212858,12.1043,3598612890,71.9723,0,0.0000,443937567,9758700,4432501523,113802210,8.8788,0.1952,88.6500,2.2760
abort0_ycsb,ermia_pwal,1,5,5.0,5000000000,0,10152,0.0000,50764,/home/sasaki/tx-playground/ccbench/results/tx_breakdown_logs_20260528_112958/abort0_ycsb_ermia_pwal_1.out,/home/sasaki/tx-playground/ccbench/results/tx_breakdown_logs_20260528_112958/abort0_ycsb_ermia_pwal_1.err,214863817,4.2973,245890826,4.9178,0,0.0000,0,0.0000,0,0.0000,10503024,0.2101,6332073,0.1266,2693917,0.0539,1824024,0.0365,1813942,0.0363,4365027794,87.3006,25723946,0.5145,4046844,0.0809,4878720207,97.5744,221643150,4.4329,2169913,0.0434,265143257,5.3029,3844171479,76.8834,3188310,0.0638,502842399,10850014,4365027794,121279793,10.0568,0.2170,87.3006,2.4256
abort0_ycsb,ermia_wal,2,5,5.0,10000000000,0,5139,0.0000,25696,/home/sasaki/tx-playground/ccbench/results/tx_breakdown_logs_20260528_112958/abort0_ycsb_ermia_wal_2.out,/home/sasaki/tx-playground/ccbench/results/tx_breakdown_logs_20260528_112958/abort0_ycsb_ermia_wal_2.err,141851031,1.4185,175784947,1.7578,0,0.0000,0,0.0000,0,0.0000,14187136,0.1419,4583036,0.0458,3180070,0.0318,1142413,0.0114,1210478,0.0121,9503046391,95.0305,31084385,0.3108,7289916,0.0729,9883359803,98.8336,206314683,2.0631,4860950241,48.6095,474788157,4.7479,3873541963,38.7354,0,0.0000,371407893,8905519,9503046391,116640197,3.7141,0.0891,95.0305,1.1664
abort0_ycsb,ermia_pwal,2,5,5.0,10000000000,0,10817,0.0000,54086,/home/sasaki/tx-playground/ccbench/results/tx_breakdown_logs_20260528_112958/abort0_ycsb_ermia_pwal_2.out,/home/sasaki/tx-playground/ccbench/results/tx_breakdown_logs_20260528_112958/abort0_ycsb_ermia_pwal_2.err,224564674,2.2456,269866837,2.6987,0,0.0000,0,0.0000,0,0.0000,25628547,0.2563,17447328,0.1745,6354838,0.0635,2471984,0.0247,8821778,0.0882,9165377922,91.6538,45243895,0.4524,15045968,0.1505,9780823771,97.8082,292890224,2.9289,10798809,0.1080,316423657,3.1642,8221586119,82.2159,212156760,2.1216,589171699,26274150,9165377922,219176229,5.8917,0.2627,91.6538,2.1918
abort0_ycsb,ermia_wal,4,5,5.0,20000000000,0,4666,0.0000,23332,/home/sasaki/tx-playground/ccbench/results/tx_breakdown_logs_20260528_112958/abort0_ycsb_ermia_wal_4.out,/home/sasaki/tx-playground/ccbench/results/tx_breakdown_logs_20260528_112958/abort0_ycsb_ermia_wal_4.err,112075719,0.5604,146432893,0.7322,0,0.0000,0,0.0000,0,0.0000,11505429,0.0575,3507567,0.0175,3551037,0.0178,1103057,0.0055,1143698,0.0057,19581860160,97.9093,31770979,0.1589,6527549,0.0326,19899478088,99.4974,212721611,1.0636,14967580945,74.8379,510788579,2.5539,3791629552,18.9581,0,0.0000,309456267,8161661,19581860160,100521912,1.5473,0.0408,97.9093,0.5026
abort0_ycsb,ermia_pwal,4,5,5.0,20000000000,0,13574,0.0000,67871,/home/sasaki/tx-playground/ccbench/results/tx_breakdown_logs_20260528_112958/abort0_ycsb_ermia_pwal_4.out,/home/sasaki/tx-playground/ccbench/results/tx_breakdown_logs_20260528_112958/abort0_ycsb_ermia_pwal_4.err,318260224,1.5913,418521412,2.0926,0,0.0000,0,0.0000,0,0.0000,49917243,0.2496,30069855,0.1503,15363367,0.0768,5014516,0.0251,15550859,0.0778,18630079794,93.1504,97341141,0.4867,30163317,0.1508,19610281728,98.0514,555671664,2.7784,22418213,0.1121,777616238,3.8881,15423324065,77.1166,1499733315,7.4987,929754196,50447738,18630079794,389718272,4.6488,0.2522,93.1504,1.9486
abort0_ycsb,ermia_wal,8,5,5.0,40000000000,0,4440,0.0000,22201,/home/sasaki/tx-playground/ccbench/results/tx_breakdown_logs_20260528_112958/abort0_ycsb_ermia_wal_8.out,/home/sasaki/tx-playground/ccbench/results/tx_breakdown_logs_20260528_112958/abort0_ycsb_ermia_wal_8.err,101785015,0.2545,136086361,0.3402,0,0.0000,0,0.0000,0,0.0000,9842016,0.0246,3229147,0.0081,4120620,0.0103,1096097,0.0027,1103432,0.0028,39617353968,99.0434,35846683,0.0896,6603288,0.0165,39917066627,99.7927,217926265,0.5448,35001417601,87.5035,506852527,1.2671,3789008236,9.4725,0,0.0000,291266795,8445864,39617353968,82933373,0.7282,0.0211,99.0434,0.2073
abort0_ycsb,ermia_pwal,8,5,5.0,40000000000,0,19695,0.0000,98477,/home/sasaki/tx-playground/ccbench/results/tx_breakdown_logs_20260528_112958/abort0_ycsb_ermia_pwal_8.out,/home/sasaki/tx-playground/ccbench/results/tx_breakdown_logs_20260528_112958/abort0_ycsb_ermia_pwal_8.err,454152238,1.1354,630931624,1.5773,0,0.0000,0,0.0000,0,0.0000,84284235,0.2107,52143549,0.1304,34264056,0.0857,16585574,0.0415,26282866,0.0657,37734240099,94.3356,184012564,0.4600,61673789,0.1542,39278570594,98.1964,980665537,2.4517,35495098,0.0887,1510414609,3.7760,27896823942,69.7421,5898006193,14.7450,1441337316,102993179,37734240099,721429406,3.6033,0.2575,94.3356,1.8036
abort0_ycsb,ermia_wal,16,5,5.0,80000000000,0,4418,0.0000,22092,/home/sasaki/tx-playground/ccbench/results/tx_breakdown_logs_20260528_112958/abort0_ycsb_ermia_wal_16.out,/home/sasaki/tx-playground/ccbench/results/tx_breakdown_logs_20260528_112958/abort0_ycsb_ermia_wal_16.err,101321116,0.1267,136249272,0.1703,0,0.0000,0,0.0000,0,0.0000,9664775,0.0121,3246165,0.0041,5289721,0.0066,1067649,0.0013,1153267,0.0014,79677311300,99.5966,39098040,0.0489,6825647,0.0085,79981226952,99.9765,216613382,0.2708,75056562721,93.8207,501740731,0.6272,3793998364,4.7425,0,0.0000,294312117,9603535,79677311300,18773048,0.3679,0.0120,99.5966,0.0235
abort0_ycsb,ermia_pwal,16,5,5.0,80000000000,0,30037,0.0000,150185,/home/sasaki/tx-playground/ccbench/results/tx_breakdown_logs_20260528_112958/abort0_ycsb_ermia_pwal_16.out,/home/sasaki/tx-playground/ccbench/results/tx_breakdown_logs_20260528_112958/abort0_ycsb_ermia_pwal_16.err,711863620,0.8898,1037604108,1.2970,0,0.0000,0,0.0000,0,0.0000,153236822,0.1915,80418475,0.1005,80362928,0.1005,52784240,0.0660,44134356,0.0552,75953849760,94.9423,357523096,0.4469,115507826,0.1444,78587285231,98.2341,1823085851,2.2789,57766868,0.0722,3029672446,3.7871,52031210597,65.0390,14540772146,18.1760,2419869828,213565643,75953849760,1412714769,3.0248,0.2670,94.9423,1.7659
abort0_ycsb,ermia_wal,32,5,5.0,160000000000,0,4278,0.0000,21392,/home/sasaki/tx-playground/ccbench/results/tx_breakdown_logs_20260528_112958/abort0_ycsb_ermia_wal_32.out,/home/sasaki/tx-playground/ccbench/results/tx_breakdown_logs_20260528_112958/abort0_ycsb_ermia_wal_32.err,98920023,0.0618,134620473,0.0841,0,0.0000,0,0.0000,0,0.0000,10995534,0.0069,3173566,0.0020,7589622,0.0047,1127986,0.0007,1108590,0.0007,159872373343,99.9202,41589031,0.0260,6770254,0.0042,160178268422,100.1114,224584079,0.1404,155240084113,97.0251,514706472,0.3217,3773540827,2.3585,0,0.0000,294003905,11891174,159872373343,0,0.1838,0.0074,99.9202,0.0000
abort0_ycsb,ermia_pwal,32,5,5.0,160000000000,0,42662,0.0000,213314,/home/sasaki/tx-playground/ccbench/results/tx_breakdown_logs_20260528_112958/abort0_ycsb_ermia_pwal_32.out,/home/sasaki/tx-playground/ccbench/results/tx_breakdown_logs_20260528_112958/abort0_ycsb_ermia_pwal_32.err,1035782935,0.6474,1535044534,0.9594,0,0.0000,0,0.0000,0,0.0000,252222309,0.1576,119221761,0.0745,212876724,0.1330,156556402,0.0978,77900314,0.0487,152566021115,95.3538,643494855,0.4022,257844002,0.1612,156856964951,98.0356,3049837809,1.9061,82145477,0.0513,5226843597,3.2668,91241802611,57.0261,33289142929,20.8057,3802288949,488654887,152566021115,3143035049,2.3764,0.3054,95.3538,1.9644
